location_id,latitude,longitude,normalized_address,locality,police_unit_id,location_type,synthetic_demo_record
LOC_0121,19.105496,72.939654,Dharavi Commercial Complex Sector-121,Dharavi Commercial Complex,PS_UNIT_01,residence,True
LOC_0122,19.005832,72.976442,Colaba Causeway Sector-122,Colaba Causeway,PS_UNIT_01,crime_scene,True
LOC_0123,19.180672,72.980097,Crawford Market Sector-123,Crawford Market,PS_UNIT_09,hangout,True
LOC_0124,19.005789,72.843754,Bandra Kurla Complex Sector-124,Bandra Kurla Complex,PS_UNIT_06,hangout,True
LOC_0125,19.161063,72.773371,Andheri East MIDC Sector-125,Andheri East MIDC,PS_UNIT_07,warehouse,True
LOC_0126,18.920401,72.943799,Kurla West Terminus Sector-126,Kurla West Terminus,PS_UNIT_03,residence,True
LOC_0127,19.11487,72.841707,Juhu Tara Road Sector-127,Juhu Tara Road,PS_UNIT_10,residence,True
LOC_0128,18.996048,72.786369,Dadar TT Circle Sector-128,Dadar TT Circle,PS_UNIT_08,residence,True
LOC_0129,19.234082,72.77239,Worli Sea Face Sector-129,Worli Sea Face,PS_UNIT_12,hangout,True
LOC_0130,19.233761,72.943794,Lower Parel Business Park Sector-130,Lower Parel Business Park,PS_UNIT_11,hangout,True
LOC_0131,19.18753,72.788651,Ghatkopar Central Mall Sector-131,Ghatkopar Central Mall,PS_UNIT_09,warehouse,True
LOC_0132,19.276912,72.896097,Chembur Colony Sector-132,Chembur Colony,PS_UNIT_09,crime_scene,True
LOC_0133,19.058992,72.781487,Malad Link Road Sector-133,Malad Link Road,PS_UNIT_05,crime_scene,True
LOC_0134,19.129388,72.975634,Borivali West Station Area Sector-134,Borivali West Station Area,PS_UNIT_01,business,True
LOC_0135,18.975644,72.989282,Byculla Market Sector-135,Byculla Market,PS_UNIT_10,residence,True
LOC_0136,19.263206,72.886056,Sewri Timber Market Sector-136,Sewri Timber Market,PS_UNIT_08,residence,True
LOC_0137,19.201891,72.784229,Thane Station West Sector-137,Thane Station West,PS_UNIT_05,warehouse,True
LOC_0138,19.227013,72.941372,Navi Mumbai Vashi Sector 17 Sector-138,Navi Mumbai Vashi Sector 17,PS_UNIT_02,business,True
LOC_0139,18.917646,72.825292,Sion Circle Sector-139,Sion Circle,PS_UNIT_05,hangout,True
LOC_0140,18.907265,72.888363,Tardeo Road Sector-140,Tardeo Road,PS_UNIT_06,residence,True
LOC_0141,18.908454,72.920557,Dharavi Commercial Complex Sector-141,Dharavi Commercial Complex,PS_UNIT_08,crime_scene,True
LOC_0142,19.274457,72.984836,Colaba Causeway Sector-142,Colaba Causeway,PS_UNIT_08,hangout,True
LOC_0143,19.255932,72.983203,Crawford Market Sector-143,Crawford Market,PS_UNIT_08,residence,True
LOC_0144,19.025389,72.81879,Bandra Kurla Complex Sector-144,Bandra Kurla Complex,PS_UNIT_07,warehouse,True
LOC_0145,19.246856,72.780956,Andheri East MIDC Sector-145,Andheri East MIDC,PS_UNIT_06,warehouse,True
LOC_0146,19.217934,72.978491,Kurla West Terminus Sector-146,Kurla West Terminus,PS_UNIT_06,residence,True
LOC_0147,19.15288,72.871426,Juhu Tara Road Sector-147,Juhu Tara Road,PS_UNIT_05,residence,True
LOC_0148,19.128245,72.904528,Dadar TT Circle Sector-148,Dadar TT Circle,PS_UNIT_12,hangout,True
LOC_0149,19.159898,72.884592,Worli Sea Face Sector-149,Worli Sea Face,PS_UNIT_03,residence,True
LOC_0150,18.996264,72.787969,Lower Parel Business Park Sector-150,Lower Parel Business Park,PS_UNIT_07,residence,True
LOC_0151,18.969221,72.959798,Ghatkopar Central Mall Sector-151,Ghatkopar Central Mall,PS_UNIT_11,residence,True
LOC_0152,19.019575,72.862437,Chembur Colony Sector-152,Chembur Colony,PS_UNIT_09,business,True
LOC_0153,18.923648,72.793266,Malad Link Road Sector-153,Malad Link Road,PS_UNIT_02,business,True
LOC_0154,19.187287,72.797873,Borivali West Station Area Sector-154,Borivali West Station Area,PS_UNIT_06,residence,True
LOC_0155,19.006914,72.989145,Byculla Market Sector-155,Byculla Market,PS_UNIT_08,hangout,True
LOC_0156,19.160916,72.864293,Sewri Timber Market Sector-156,Sewri Timber Market,PS_UNIT_05,business,True
LOC_0157,18.895313,72.787378,Thane Station West Sector-157,Thane Station West,PS_UNIT_08,hangout,True
LOC_0158,19.136087,72.826845,Navi Mumbai Vashi Sector 17 Sector-158,Navi Mumbai Vashi Sector 17,PS_UNIT_01,warehouse,True
LOC_0159,19.189682,72.764976,Sion Circle Sector-159,Sion Circle,PS_UNIT_06,business,True
LOC_0160,19.271424,72.801221,Tardeo Road Sector-160,Tardeo Road,PS_UNIT_04,residence,True
LOC_0161,19.261058,72.914081,Dharavi Commercial Complex Sector-161,Dharavi Commercial Complex,PS_UNIT_05,crime_scene,True
LOC_0162,19.134275,72.770062,Colaba Causeway Sector-162,Colaba Causeway,PS_UNIT_02,crime_scene,True
LOC_0163,19.042027,72.821601,Crawford Market Sector-163,Crawford Market,PS_UNIT_12,business,True
LOC_0164,19.228516,72.875947,Bandra Kurla Complex Sector-164,Bandra Kurla Complex,PS_UNIT_11,crime_scene,True
LOC_0165,18.953631,72.762898,Andheri East MIDC Sector-165,Andheri East MIDC,PS_UNIT_07,crime_scene,True
LOC_0166,19.265346,72.821257,Kurla West Terminus Sector-166,Kurla West Terminus,PS_UNIT_04,crime_scene,True
LOC_0167,19.256777,72.86559,Juhu Tara Road Sector-167,Juhu Tara Road,PS_UNIT_09,hangout,True
LOC_0168,19.266236,72.854828,Dadar TT Circle Sector-168,Dadar TT Circle,PS_UNIT_12,warehouse,True
LOC_0169,19.035655,72.752384,Worli Sea Face Sector-169,Worli Sea Face,PS_UNIT_10,hangout,True
LOC_0170,18.911123,72.910311,Lower Parel Business Park Sector-170,Lower Parel Business Park,PS_UNIT_10,hangout,True
LOC_0171,19.009493,72.986728,Ghatkopar Central Mall Sector-171,Ghatkopar Central Mall,PS_UNIT_12,crime_scene,True
LOC_0172,18.885675,72.96516,Chembur Colony Sector-172,Chembur Colony,PS_UNIT_03,business,True
LOC_0173,19.225721,72.777266,Malad Link Road Sector-173,Malad Link Road,PS_UNIT_11,business,True
LOC_0174,18.985121,72.923349,Borivali West Station Area Sector-174,Borivali West Station Area,PS_UNIT_08,hangout,True
LOC_0175,19.133717,72.90334,Byculla Market Sector-175,Byculla Market,PS_UNIT_10,residence,True
LOC_0176,18.894594,72.92897,Sewri Timber Market Sector-176,Sewri Timber Market,PS_UNIT_04,business,True
LOC_0177,19.158578,72.935852,Thane Station West Sector-177,Thane Station West,PS_UNIT_10,business,True
LOC_0178,18.966455,72.800343,Navi Mumbai Vashi Sector 17 Sector-178,Navi Mumbai Vashi Sector 17,PS_UNIT_04,warehouse,True
LOC_0179,19.262042,72.838862,Sion Circle Sector-179,Sion Circle,PS_UNIT_06,residence,True
LOC_0180,19.000778,72.823672,Tardeo Road Sector-180,Tardeo Road,PS_UNIT_02,business,True
LOC_0181,19.139565,72.859439,Dharavi Commercial Complex Sector-181,Dharavi Commercial Complex,PS_UNIT_07,crime_scene,True
LOC_0182,19.020884,72.880192,Colaba Causeway Sector-182,Colaba Causeway,PS_UNIT_09,crime_scene,True
LOC_0183,18.925352,72.792195,Crawford Market Sector-183,Crawford Market,PS_UNIT_07,crime_scene,True
LOC_0184,18.950758,72.892774,Bandra Kurla Complex Sector-184,Bandra Kurla Complex,PS_UNIT_09,business,True
LOC_0185,19.032625,72.952822,Andheri East MIDC Sector-185,Andheri East MIDC,PS_UNIT_12,business,True
LOC_0186,19.133643,72.918502,Kurla West Terminus Sector-186,Kurla West Terminus,PS_UNIT_02,residence,True
LOC_0187,19.202376,72.774915,Juhu Tara Road Sector-187,Juhu Tara Road,PS_UNIT_11,residence,True
LOC_0188,19.126504,72.848707,Dadar TT Circle Sector-188,Dadar TT Circle,PS_UNIT_08,warehouse,True
LOC_0189,19.250892,72.773928,Worli Sea Face Sector-189,Worli Sea Face,PS_UNIT_08,warehouse,True
LOC_0190,19.112493,72.757833,Lower Parel Business Park Sector-190,Lower Parel Business Park,PS_UNIT_05,business,True
LOC_0191,18.964748,72.936451,Ghatkopar Central Mall Sector-191,Ghatkopar Central Mall,PS_UNIT_09,business,True
LOC_0192,18.9258,72.955522,Chembur Colony Sector-192,Chembur Colony,PS_UNIT_02,crime_scene,True
LOC_0193,19.267046,72.969367,Malad Link Road Sector-193,Malad Link Road,PS_UNIT_07,business,True
LOC_0194,18.883042,72.839915,Borivali West Station Area Sector-194,Borivali West Station Area,PS_UNIT_04,warehouse,True
LOC_0195,18.993442,72.961106,Byculla Market Sector-195,Byculla Market,PS_UNIT_05,crime_scene,True
LOC_0196,19.215394,72.940833,Sewri Timber Market Sector-196,Sewri Timber Market,PS_UNIT_07,hangout,True
LOC_0197,18.881663,72.968174,Thane Station West Sector-197,Thane Station West,PS_UNIT_01,residence,True
LOC_0198,18.890499,72.939722,Navi Mumbai Vashi Sector 17 Sector-198,Navi Mumbai Vashi Sector 17,PS_UNIT_09,warehouse,True
LOC_0199,19.006988,72.790899,Sion Circle Sector-199,Sion Circle,PS_UNIT_10,business,True
LOC_0200,18.976732,72.983638,Tardeo Road Sector-200,Tardeo Road,PS_UNIT_04,warehouse,True
LOC_0201,19.137774,72.948852,Dharavi Commercial Complex Sector-201,Dharavi Commercial Complex,PS_UNIT_10,business,True
LOC_0202,18.931548,72.902706,Colaba Causeway Sector-202,Colaba Causeway,PS_UNIT_12,hangout,True
LOC_0203,19.041248,72.82635,Crawford Market Sector-203,Crawford Market,PS_UNIT_03,business,True
LOC_0204,18.972388,72.920406,Bandra Kurla Complex Sector-204,Bandra Kurla Complex,PS_UNIT_03,warehouse,True
LOC_0205,18.927349,72.888464,Andheri East MIDC Sector-205,Andheri East MIDC,PS_UNIT_07,crime_scene,True
LOC_0206,19.214935,72.788173,Kurla West Terminus Sector-206,Kurla West Terminus,PS_UNIT_06,hangout,True
LOC_0207,18.917302,72.756154,Juhu Tara Road Sector-207,Juhu Tara Road,PS_UNIT_01,warehouse,True
LOC_0208,18.941219,72.898344,Dadar TT Circle Sector-208,Dadar TT Circle,PS_UNIT_09,residence,True
LOC_0209,19.108718,72.75607,Worli Sea Face Sector-209,Worli Sea Face,PS_UNIT_12,hangout,True
LOC_0210,19.273366,72.902271,Lower Parel Business Park Sector-210,Lower Parel Business Park,PS_UNIT_06,hangout,True
LOC_0211,18.975889,72.965498,Ghatkopar Central Mall Sector-211,Ghatkopar Central Mall,PS_UNIT_05,hangout,True
LOC_0212,19.094167,72.808861,Chembur Colony Sector-212,Chembur Colony,PS_UNIT_07,crime_scene,True
LOC_0213,19.143703,72.815992,Malad Link Road Sector-213,Malad Link Road,PS_UNIT_03,residence,True
LOC_0214,19.135355,72.889045,Borivali West Station Area Sector-214,Borivali West Station Area,PS_UNIT_02,residence,True
LOC_0215,19.063651,72.893015,Byculla Market Sector-215,Byculla Market,PS_UNIT_02,hangout,True
LOC_0216,18.992985,72.964705,Sewri Timber Market Sector-216,Sewri Timber Market,PS_UNIT_02,residence,True
LOC_0217,19.077698,72.836735,Thane Station West Sector-217,Thane Station West,PS_UNIT_04,business,True
LOC_0218,18.920269,72.940906,Navi Mumbai Vashi Sector 17 Sector-218,Navi Mumbai Vashi Sector 17,PS_UNIT_07,residence,True
LOC_0219,19.074607,72.900164,Sion Circle Sector-219,Sion Circle,PS_UNIT_04,business,True
LOC_0220,19.030102,72.82526,Tardeo Road Sector-220,Tardeo Road,PS_UNIT_08,hangout,True
LOC_0221,18.951923,72.752434,Dharavi Commercial Complex Sector-221,Dharavi Commercial Complex,PS_UNIT_03,warehouse,True
LOC_0222,19.132485,72.955154,Colaba Causeway Sector-222,Colaba Causeway,PS_UNIT_02,crime_scene,True
LOC_0223,19.277496,72.866139,Crawford Market Sector-223,Crawford Market,PS_UNIT_10,warehouse,True
LOC_0224,19.098593,72.788013,Bandra Kurla Complex Sector-224,Bandra Kurla Complex,PS_UNIT_12,crime_scene,True
LOC_0225,19.250633,72.796283,Andheri East MIDC Sector-225,Andheri East MIDC,PS_UNIT_01,warehouse,True
LOC_0226,18.889215,72.872819,Kurla West Terminus Sector-226,Kurla West Terminus,PS_UNIT_03,hangout,True
LOC_0227,19.22675,72.777549,Juhu Tara Road Sector-227,Juhu Tara Road,PS_UNIT_04,residence,True
LOC_0228,19.011016,72.802743,Dadar TT Circle Sector-228,Dadar TT Circle,PS_UNIT_12,hangout,True
LOC_0229,18.987036,72.865578,Worli Sea Face Sector-229,Worli Sea Face,PS_UNIT_02,crime_scene,True
LOC_0230,19.163233,72.906462,Lower Parel Business Park Sector-230,Lower Parel Business Park,PS_UNIT_08,business,True
LOC_0231,19.054425,72.977123,Ghatkopar Central Mall Sector-231,Ghatkopar Central Mall,PS_UNIT_04,crime_scene,True
LOC_0232,18.949184,72.914894,Chembur Colony Sector-232,Chembur Colony,PS_UNIT_12,crime_scene,True
LOC_0233,19.264749,72.774695,Malad Link Road Sector-233,Malad Link Road,PS_UNIT_10,crime_scene,True
LOC_0234,18.946261,72.7994,Borivali West Station Area Sector-234,Borivali West Station Area,PS_UNIT_12,business,True
LOC_0235,19.053389,72.857078,Byculla Market Sector-235,Byculla Market,PS_UNIT_10,crime_scene,True
LOC_0236,19.206357,72.899499,Sewri Timber Market Sector-236,Sewri Timber Market,PS_UNIT_10,business,True
LOC_0237,19.051725,72.886114,Thane Station West Sector-237,Thane Station West,PS_UNIT_06,residence,True
LOC_0238,19.059761,72.963468,Navi Mumbai Vashi Sector 17 Sector-238,Navi Mumbai Vashi Sector 17,PS_UNIT_09,crime_scene,True
LOC_0239,19.114748,72.820434,Sion Circle Sector-239,Sion Circle,PS_UNIT_11,warehouse,True
LOC_0240,19.020901,72.757186,Tardeo Road Sector-240,Tardeo Road,PS_UNIT_03,crime_scene,True
