document_id,case_id,document_type,language,text_hash,raw_text_ref,source_id,created_at,synthetic_demo_record
DOC_FIR_0289,289,FIRST_INFORMATION_REPORT,English,ed45127476da6614,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0289 | Station: Chembur Police Station | Date: 2025-10-30
Investigating Officer: Sub-Inspector R. P. Patil (Verbose Detailed)

NARRATIVE STATEMENT:
On duty at police station, complainant presented in person with written application stating facts.

Incident Details:
On 2025-10-30 at approximately 04:06 hours near Chembur Colony Sector-32, an incident adhering to MO category [Vehicle Theft Ring] was reported.

Accused / Suspects Mentioned in Report:

- Gautami Kanda (Alias: G. Kanda, Phone: Phone On Record)

- Ojasvi Madan (Alias: O. Madan, Phone: Phone On Record)

- Urmi Bhardwaj (Alias: U. Bhardwaj, Phone: Phone On Record)


Sequence of Events Observed:

1. Upon further inquiry into the sequence of events, it transpired that Observe Target Vehicle

2. Upon further inquiry into the sequence of events, it transpired that Approach With Master Key Or Device

3. Upon further inquiry into the sequence of events, it transpired that Disable Security Tracker

4. Upon further inquiry into the sequence of events, it transpired that Steal And Drive Away

5. Upon further inquiry into the sequence of events, it transpired that Replace Plate Number

6. Upon further inquiry into the sequence of events, it transpired that Transport To Outstation Warehouse


Vehicles / Assets Identified:

- Vehicle Reg No:  ( Maruti Suzuki Swift)


OFFICER CONCLUSION:
Spot panchnama conducted. Evidence seized and sent for forensic evaluation.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000289,2025-10-30T04:06:30,True
DOC_FIR_0290,290,FIRST_INFORMATION_REPORT,English,b271def2206960e7,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0290 | Station: Byculla Police Station | Date: 2025-10-30
Investigating Officer: Assistant Inspector A. B. Deshmukh (Conversational Narrative)

NARRATIVE STATEMENT:
Information received via control room dispatch regarding suspicious activity in progress.

Incident Details:
On 2025-10-30 at approximately 17:53 hours near Tardeo Road Sector-40, an incident adhering to MO category [ATM/Card Skimming Racket] was reported.

Accused / Suspects Mentioned in Report:

- Orinder Mahajan (Alias: O. Mahajan, Phone: Phone On Record)

- Onveer Bains (Alias: O. Bains, Phone: Phone On Record)


Sequence of Events Observed:

1. The victim narrated that suddenly Inspect Unattended Kiosk

2. The victim narrated that suddenly Attach Skimmer Overlay

3. The victim narrated that suddenly Install Pinhole Camera

4. The victim narrated that suddenly Harvest Magnetic Stripe Data

5. The victim narrated that suddenly Encode Cloned Cards

6. The victim narrated that suddenly Execute Unauthorized Withdrawals


Vehicles / Assets Identified:

- Vehicle Reg No:  ( Mahindra Scorpio)


OFFICER CONCLUSION:
CCTV footage being retrieved from nearby establishments to trace accused.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000290,2025-10-30T17:53:02,True
DOC_FIR_0291,291,FIRST_INFORMATION_REPORT,English,dc1ee139e5b29d42,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0291 | Station: Bandra Police Station | Date: 2025-10-31
Investigating Officer: Assistant Inspector A. B. Deshmukh (Conversational Narrative)

NARRATIVE STATEMENT:
Information received via control room dispatch regarding suspicious activity in progress.

Incident Details:
On 2025-10-31 at approximately 10:59 hours near Sion Circle Sector-159, an incident adhering to MO category [Two-Wheeler Chain Snatching] was reported.

Accused / Suspects Mentioned in Report:

- Radha Pai (Alias: R. Pai, Phone: Phone On Record)

- Arunima Setty (Alias: A. Setty, Phone: Phone On Record)

- Quincy Vaidya (Alias: Q. Vaidya, Phone: Phone On Record)

- Caleb Verma (Alias: C. Verma, Phone: Phone On Record)

- Xavier Bora (Alias: X. Bora, Phone: Phone On Record)


Sequence of Events Observed:

1. The victim narrated that suddenly Survey Pedestrian Victim

2. The victim narrated that suddenly Approach On Unidentified Motorcycle

3. The victim narrated that suddenly Pillion Rider Snatches Valuable

4. The victim narrated that suddenly Accelerate Through Narrow By-Lanes

5. The victim narrated that suddenly Deliver Loot To Fencer


Vehicles / Assets Identified:

- No vehicle directly identified on spot.


OFFICER CONCLUSION:
CCTV footage being retrieved from nearby establishments to trace accused.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000291,2025-10-31T10:59:56,True
DOC_FIR_0292,292,FIRST_INFORMATION_REPORT,English,3b14daacadcb4161,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0292 | Station: Colaba Police Station | Date: 2025-10-31
Investigating Officer: Sub-Inspector R. P. Patil (Verbose Detailed)

NARRATIVE STATEMENT:
On duty at police station, complainant presented in person with written application stating facts.

Incident Details:
On 2025-10-31 at approximately 15:20 hours near Juhu Tara Road Sector-67, an incident adhering to MO category [Cyber Fraud Call Center] was reported.

Accused / Suspects Mentioned in Report:

- Ayaan Khatri (Alias: A. Khatri, Phone: Phone On Record)

- Indrajit Chawla (Alias: I. Chawla, Phone: Phone On Record)


Sequence of Events Observed:

1. Upon further inquiry into the sequence of events, it transpired that Spoof Official Bank Helpline

2. Upon further inquiry into the sequence of events, it transpired that Contact Target Victim

3. Upon further inquiry into the sequence of events, it transpired that Induce Panic Regarding Account Block

4. Upon further inquiry into the sequence of events, it transpired that Extract Otp And Credentials

5. Upon further inquiry into the sequence of events, it transpired that Initiate Unauthorized Fund Transfer

6. Upon further inquiry into the sequence of events, it transpired that Layer Funds Across Mule Accounts


Vehicles / Assets Identified:

- Vehicle Reg No:  ( Mahindra Scorpio)


OFFICER CONCLUSION:
Spot panchnama conducted. Evidence seized and sent for forensic evaluation.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000292,2025-10-31T15:20:55,True
DOC_FIR_0293,293,FIRST_INFORMATION_REPORT,English,c42785b24ccb95bd,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0293 | Station: Worli Police Station | Date: 2025-10-31
Investigating Officer: Assistant Inspector A. B. Deshmukh (Conversational Narrative)

NARRATIVE STATEMENT:
Information received via control room dispatch regarding suspicious activity in progress.

Incident Details:
On 2025-10-31 at approximately 15:26 hours near Andheri East MIDC Sector-25, an incident adhering to MO category [Commercial Extortion Racket] was reported.

Accused / Suspects Mentioned in Report:

- Gaurang Natarajan (Alias: G. Natarajan, Phone: Phone On Record)

- Gautam Prashad (Alias: G. Prashad, Phone: Phone On Record)

- Ekanta Tara (Alias: E. Tara, Phone: Phone On Record)

- Odika Saran (Alias: O. Saran, Phone: Phone On Record)


Sequence of Events Observed:

1. The victim narrated that suddenly Identify Prominent Local Trader

2. The victim narrated that suddenly Send Covert Intimidation Message

3. The victim narrated that suddenly Demand Recurring Protection Money

4. The victim narrated that suddenly Specify Hawala Or Cash Drop

5. The victim narrated that suddenly Verify Fund Receipt Via Courier


Vehicles / Assets Identified:

- Vehicle Reg No:  ( Honda City)


OFFICER CONCLUSION:
CCTV footage being retrieved from nearby establishments to trace accused.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000293,2025-10-31T15:26:55,True
DOC_FIR_0294,294,FIRST_INFORMATION_REPORT,English,ff58edf0d40b6d25,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0294 | Station: Bandra Police Station | Date: 2025-11-01
Investigating Officer: Assistant Inspector A. B. Deshmukh (Conversational Narrative)

NARRATIVE STATEMENT:
Information received via control room dispatch regarding suspicious activity in progress.

Incident Details:
On 2025-11-01 at approximately 20:06 hours near Lower Parel Business Park Sector-50, an incident adhering to MO category [Narcotics Courier Network] was reported.

Accused / Suspects Mentioned in Report:

- Ishaan Loyal (Alias: I. Loyal, Phone: Phone On Record)

- Arya Kara (Alias: A. Kara, Phone: Phone On Record)

- Radhika Majumdar (Alias: R. Majumdar, Phone: Phone On Record)


Sequence of Events Observed:

1. The victim narrated that suddenly Procure Contraband Consignment

2. The victim narrated that suddenly Conceal In Commercial Cargo

3. The victim narrated that suddenly Transport Via Interstate Transport

4. The victim narrated that suddenly Drop At Designated Transit Point

5. The victim narrated that suddenly Handoff To Local Distributor


Vehicles / Assets Identified:

- Vehicle Reg No:  ( Honda City)


OFFICER CONCLUSION:
CCTV footage being retrieved from nearby establishments to trace accused.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000294,2025-11-01T20:06:24,True
DOC_FIR_0295,295,FIRST_INFORMATION_REPORT,English,5da3ff9e5ffa6c45,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0295 | Station: Juhu Police Station | Date: 2025-11-06
Investigating Officer: Inspector S. V. Kadam (Formal Terse)

NARRATIVE STATEMENT:
Respectfully reported that on the stated date and time, complainant reported an offense.

Incident Details:
On 2025-11-06 at approximately 11:44 hours near Sewri Timber Market Sector-156, an incident adhering to MO category [Vehicle Theft Ring] was reported.

Accused / Suspects Mentioned in Report:

- Nitesh Bala (Alias: N. Bala, Phone: Phone On Record)

- George Natarajan (Alias: G. Natarajan, Phone: Phone On Record)

- Lavanya Bhakta (Alias: L. Bhakta, Phone: Phone On Record)

- Vanya Kohli (Alias: V. Kohli, Phone: Phone On Record)


Sequence of Events Observed:

1. Thereafter, Observe Target Vehicle

2. Thereafter, Approach With Master Key Or Device

3. Thereafter, Disable Security Tracker

4. Thereafter, Steal And Drive Away

5. Thereafter, Replace Plate Number

6. Thereafter, Transport To Outstation Warehouse


Vehicles / Assets Identified:

- No vehicle directly identified on spot.


OFFICER CONCLUSION:
FIR registered under relevant sections. Investigation handed over to Sub-Inspector.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000295,2025-11-06T11:44:51,True
DOC_FIR_0296,296,FIRST_INFORMATION_REPORT,English,ce50fb0e33b1129c,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0296 | Station: Worli Police Station | Date: 2025-11-07
Investigating Officer: Sub-Inspector R. P. Patil (Verbose Detailed)

NARRATIVE STATEMENT:
On duty at police station, complainant presented in person with written application stating facts.

Incident Details:
On 2025-11-07 at approximately 12:26 hours near Kurla West Terminus Sector-206, an incident adhering to MO category [ATM/Card Skimming Racket] was reported.

Accused / Suspects Mentioned in Report:

- Peter Pradhan (Alias: P. Pradhan, Phone: Phone On Record)

- Max Chahal (Alias: M. Chahal, Phone: Phone On Record)


Sequence of Events Observed:

1. Upon further inquiry into the sequence of events, it transpired that Inspect Unattended Kiosk

2. Upon further inquiry into the sequence of events, it transpired that Attach Skimmer Overlay

3. Upon further inquiry into the sequence of events, it transpired that Install Pinhole Camera

4. Upon further inquiry into the sequence of events, it transpired that Harvest Magnetic Stripe Data

5. Upon further inquiry into the sequence of events, it transpired that Encode Cloned Cards

6. Upon further inquiry into the sequence of events, it transpired that Execute Unauthorized Withdrawals


Vehicles / Assets Identified:

- No vehicle directly identified on spot.


OFFICER CONCLUSION:
Spot panchnama conducted. Evidence seized and sent for forensic evaluation.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000296,2025-11-07T12:26:31,True
DOC_FIR_0297,297,FIRST_INFORMATION_REPORT,English,28c42179a8e99c51,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0297 | Station: Worli Police Station | Date: 2025-11-09
Investigating Officer: Sub-Inspector R. P. Patil (Verbose Detailed)

NARRATIVE STATEMENT:
On duty at police station, complainant presented in person with written application stating facts.

Incident Details:
On 2025-11-09 at approximately 14:18 hours near Sion Circle Sector-19, an incident adhering to MO category [Two-Wheeler Chain Snatching] was reported.

Accused / Suspects Mentioned in Report:

- Deepa Chokshi (Alias: D. Chokshi, Phone: Phone On Record)

- Samaksh Virk (Alias: S. Virk, Phone: Phone On Record)

- Saanvi Pandey (Alias: S. Pandey, Phone: Phone On Record)

- Pranit Sha (Alias: P. Sha, Phone: Phone On Record)


Sequence of Events Observed:

1. Upon further inquiry into the sequence of events, it transpired that Survey Pedestrian Victim

2. Upon further inquiry into the sequence of events, it transpired that Approach On Unidentified Motorcycle

3. Upon further inquiry into the sequence of events, it transpired that Pillion Rider Snatches Valuable

4. Upon further inquiry into the sequence of events, it transpired that Accelerate Through Narrow By-Lanes

5. Upon further inquiry into the sequence of events, it transpired that Deliver Loot To Fencer


Vehicles / Assets Identified:

- No vehicle directly identified on spot.


OFFICER CONCLUSION:
Spot panchnama conducted. Evidence seized and sent for forensic evaluation.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000297,2025-11-09T14:18:22,True
DOC_FIR_0298,298,FIRST_INFORMATION_REPORT,English,560c577ce7c8b659,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0298 | Station: Ghatkopar Police Station | Date: 2025-11-12
Investigating Officer: Assistant Inspector A. B. Deshmukh (Conversational Narrative)

NARRATIVE STATEMENT:
Information received via control room dispatch regarding suspicious activity in progress.

Incident Details:
On 2025-11-12 at approximately 20:24 hours near Tardeo Road Sector-60, an incident adhering to MO category [Cyber Fraud Call Center] was reported.

Accused / Suspects Mentioned in Report:

- Abhiram Dubey (Alias: A. Dubey, Phone: Phone On Record)

- Samarth Raman (Alias: S. Raman, Phone: Phone On Record)


Sequence of Events Observed:

1. The victim narrated that suddenly Spoof Official Bank Helpline

2. The victim narrated that suddenly Contact Target Victim

3. The victim narrated that suddenly Induce Panic Regarding Account Block

4. The victim narrated that suddenly Extract Otp And Credentials

5. The victim narrated that suddenly Initiate Unauthorized Fund Transfer

6. The victim narrated that suddenly Layer Funds Across Mule Accounts


Vehicles / Assets Identified:

- Vehicle Reg No:  ( TVS Jupiter)


OFFICER CONCLUSION:
CCTV footage being retrieved from nearby establishments to trace accused.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000298,2025-11-12T20:24:24,True
DOC_FIR_0299,299,FIRST_INFORMATION_REPORT,English,7369ef2ea28f9e56,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0299 | Station: Worli Police Station | Date: 2025-11-14
Investigating Officer: Inspector S. V. Kadam (Formal Terse)

NARRATIVE STATEMENT:
Respectfully reported that on the stated date and time, complainant reported an offense.

Incident Details:
On 2025-11-14 at approximately 11:52 hours near Crawford Market Sector-143, an incident adhering to MO category [Commercial Extortion Racket] was reported.

Accused / Suspects Mentioned in Report:

- Hiral Sampath (Alias: H. Sampath, Phone: Phone On Record)

- Amruta Chaudhuri (Alias: A. Chaudhuri, Phone: Phone On Record)

- Yuvraj Shroff (Alias: Y. Shroff, Phone: Phone On Record)


Sequence of Events Observed:

1. Thereafter, Identify Prominent Local Trader

2. Thereafter, Send Covert Intimidation Message

3. Thereafter, Demand Recurring Protection Money

4. Thereafter, Specify Hawala Or Cash Drop

5. Thereafter, Verify Fund Receipt Via Courier


Vehicles / Assets Identified:

- Vehicle Reg No:  ( TVS Jupiter)


OFFICER CONCLUSION:
FIR registered under relevant sections. Investigation handed over to Sub-Inspector.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000299,2025-11-14T11:52:33,True
DOC_FIR_0300,300,FIRST_INFORMATION_REPORT,English,6c51b4e0c44f302f,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0300 | Station: Malad Police Station | Date: 2025-11-14
Investigating Officer: Assistant Inspector A. B. Deshmukh (Conversational Narrative)

NARRATIVE STATEMENT:
Information received via control room dispatch regarding suspicious activity in progress.

Incident Details:
On 2025-11-14 at approximately 14:51 hours near Juhu Tara Road Sector-27, an incident adhering to MO category [Narcotics Courier Network] was reported.

Accused / Suspects Mentioned in Report:

- Ira Salvi (Alias: I. Salvi, Phone: Phone On Record)

- Jasmit Ratti (Alias: J. Ratti, Phone: Phone On Record)

- Yachana Nagy (Alias: Y. Nagy, Phone: Phone On Record)

- Falak Soman (Alias: F. Soman, Phone: Phone On Record)

- Charles Setty (Alias: C. Setty, Phone: Phone On Record)


Sequence of Events Observed:

1. The victim narrated that suddenly Procure Contraband Consignment

2. The victim narrated that suddenly Conceal In Commercial Cargo

3. The victim narrated that suddenly Transport Via Interstate Transport

4. The victim narrated that suddenly Drop At Designated Transit Point

5. The victim narrated that suddenly Handoff To Local Distributor


Vehicles / Assets Identified:

- Vehicle Reg No:  ( Royal Enfield Classic 350)


OFFICER CONCLUSION:
CCTV footage being retrieved from nearby establishments to trace accused.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000300,2025-11-14T14:51:51,True
DOC_FIR_0301,301,FIRST_INFORMATION_REPORT,English,7b563706f79f8391,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0301 | Station: Borivali Police Station | Date: 2025-11-15
Investigating Officer: Assistant Inspector A. B. Deshmukh (Conversational Narrative)

NARRATIVE STATEMENT:
Information received via control room dispatch regarding suspicious activity in progress.

Incident Details:
On 2025-11-15 at approximately 11:54 hours near Borivali West Station Area Sector-114, an incident adhering to MO category [Vehicle Theft Ring] was reported.

Accused / Suspects Mentioned in Report:

- Janya Nath (Alias: J. Nath, Phone: Phone On Record)

- Upma Kulkarni (Alias: U. Kulkarni, Phone: Phone On Record)

- Andrew Swamy (Alias: A. Swamy, Phone: Phone On Record)


Sequence of Events Observed:

1. The victim narrated that suddenly Observe Target Vehicle

2. The victim narrated that suddenly Approach With Master Key Or Device

3. The victim narrated that suddenly Disable Security Tracker

4. The victim narrated that suddenly Steal And Drive Away

5. The victim narrated that suddenly Replace Plate Number

6. The victim narrated that suddenly Transport To Outstation Warehouse


Vehicles / Assets Identified:

- No vehicle directly identified on spot.


OFFICER CONCLUSION:
CCTV footage being retrieved from nearby establishments to trace accused.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000301,2025-11-15T11:54:00,True
DOC_FIR_0302,302,FIRST_INFORMATION_REPORT,English,27bfbcc7fb2dfebb,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0302 | Station: Ghatkopar Police Station | Date: 2025-11-19
Investigating Officer: Sub-Inspector R. P. Patil (Verbose Detailed)

NARRATIVE STATEMENT:
On duty at police station, complainant presented in person with written application stating facts.

Incident Details:
On 2025-11-19 at approximately 13:26 hours near Sewri Timber Market Sector-156, an incident adhering to MO category [ATM/Card Skimming Racket] was reported.

Accused / Suspects Mentioned in Report:

- Harsh Dass (Alias: H. Dass, Phone: Phone On Record)

- Max Chacko (Alias: M. Chacko, Phone: Phone On Record)

- Sai Sanghvi (Alias: S. Sanghvi, Phone: Phone On Record)

- Avi Kapadia (Alias: A. Kapadia, Phone: Phone On Record)


Sequence of Events Observed:

1. Upon further inquiry into the sequence of events, it transpired that Inspect Unattended Kiosk

2. Upon further inquiry into the sequence of events, it transpired that Attach Skimmer Overlay

3. Upon further inquiry into the sequence of events, it transpired that Install Pinhole Camera

4. Upon further inquiry into the sequence of events, it transpired that Harvest Magnetic Stripe Data

5. Upon further inquiry into the sequence of events, it transpired that Encode Cloned Cards

6. Upon further inquiry into the sequence of events, it transpired that Execute Unauthorized Withdrawals


Vehicles / Assets Identified:

- Vehicle Reg No:  ( Tata Nexon)


OFFICER CONCLUSION:
Spot panchnama conducted. Evidence seized and sent for forensic evaluation.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000302,2025-11-19T13:26:08,True
DOC_FIR_0303,303,FIRST_INFORMATION_REPORT,English,226a564a9b307eda,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0303 | Station: Chembur Police Station | Date: 2025-11-20
Investigating Officer: Assistant Inspector A. B. Deshmukh (Conversational Narrative)

NARRATIVE STATEMENT:
Information received via control room dispatch regarding suspicious activity in progress.

Incident Details:
On 2025-11-20 at approximately 11:40 hours near Dharavi Commercial Complex Sector-1, an incident adhering to MO category [Two-Wheeler Chain Snatching] was reported.

Accused / Suspects Mentioned in Report:

- Samuel Chacko (Alias: S. Chacko, Phone: Phone On Record)

- Naveen Din (Alias: N. Din, Phone: Phone On Record)

- Ekaja Venkatesh (Alias: E. Venkatesh, Phone: Phone On Record)

- Eshana Badal (Alias: E. Badal, Phone: Phone On Record)


Sequence of Events Observed:

1. The victim narrated that suddenly Survey Pedestrian Victim

2. The victim narrated that suddenly Approach On Unidentified Motorcycle

3. The victim narrated that suddenly Pillion Rider Snatches Valuable

4. The victim narrated that suddenly Accelerate Through Narrow By-Lanes

5. The victim narrated that suddenly Deliver Loot To Fencer


Vehicles / Assets Identified:

- No vehicle directly identified on spot.


OFFICER CONCLUSION:
CCTV footage being retrieved from nearby establishments to trace accused.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000303,2025-11-20T11:40:30,True
DOC_FIR_0304,304,FIRST_INFORMATION_REPORT,English,cf023b9586d8dfa3,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0304 | Station: Juhu Police Station | Date: 2025-11-20
Investigating Officer: Inspector S. V. Kadam (Formal Terse)

NARRATIVE STATEMENT:
Respectfully reported that on the stated date and time, complainant reported an offense.

Incident Details:
On 2025-11-20 at approximately 15:30 hours near Thane Station West Sector-77, an incident adhering to MO category [Cyber Fraud Call Center] was reported.

Accused / Suspects Mentioned in Report:

- Ikbal Dugal (Alias: I. Dugal, Phone: Phone On Record)

- Forum Chandra (Alias: F. Chandra, Phone: Phone On Record)

- Tanay Toor (Alias: T. Toor, Phone: Phone On Record)


Sequence of Events Observed:

1. Thereafter, Spoof Official Bank Helpline

2. Thereafter, Contact Target Victim

3. Thereafter, Induce Panic Regarding Account Block

4. Thereafter, Extract Otp And Credentials

5. Thereafter, Initiate Unauthorized Fund Transfer

6. Thereafter, Layer Funds Across Mule Accounts


Vehicles / Assets Identified:

- No vehicle directly identified on spot.


OFFICER CONCLUSION:
FIR registered under relevant sections. Investigation handed over to Sub-Inspector.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000304,2025-11-20T15:30:51,True
DOC_FIR_0305,305,FIRST_INFORMATION_REPORT,English,764cb067f94fc9a8,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0305 | Station: Bandra Police Station | Date: 2025-11-21
Investigating Officer: Sub-Inspector R. P. Patil (Verbose Detailed)

NARRATIVE STATEMENT:
On duty at police station, complainant presented in person with written application stating facts.

Incident Details:
On 2025-11-21 at approximately 02:09 hours near Navi Mumbai Vashi Sector 17 Sector-118, an incident adhering to MO category [Commercial Extortion Racket] was reported.

Accused / Suspects Mentioned in Report:

- Frado Barad (Alias: F. Barad, Phone: Phone On Record)

- Vasudha More (Alias: V. More, Phone: Phone On Record)

- Veer Saxena (Alias: V. Saxena, Phone: Phone On Record)


Sequence of Events Observed:

1. Upon further inquiry into the sequence of events, it transpired that Identify Prominent Local Trader

2. Upon further inquiry into the sequence of events, it transpired that Send Covert Intimidation Message

3. Upon further inquiry into the sequence of events, it transpired that Demand Recurring Protection Money

4. Upon further inquiry into the sequence of events, it transpired that Specify Hawala Or Cash Drop

5. Upon further inquiry into the sequence of events, it transpired that Verify Fund Receipt Via Courier


Vehicles / Assets Identified:

- Vehicle Reg No:  ( Hyundai Creta)


OFFICER CONCLUSION:
Spot panchnama conducted. Evidence seized and sent for forensic evaluation.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000305,2025-11-21T02:09:14,True
DOC_FIR_0306,306,FIRST_INFORMATION_REPORT,English,9bf550d44531cdd4,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0306 | Station: Kurla Police Station | Date: 2025-11-23
Investigating Officer: Sub-Inspector R. P. Patil (Verbose Detailed)

NARRATIVE STATEMENT:
On duty at police station, complainant presented in person with written application stating facts.

Incident Details:
On 2025-11-23 at approximately 07:18 hours near Kurla West Terminus Sector-146, an incident adhering to MO category [Narcotics Courier Network] was reported.

Accused / Suspects Mentioned in Report:

- Mekhala Sane (Alias: M. Sane, Phone: Phone On Record)

- Viraj Sarin (Alias: V. Sarin, Phone: Phone On Record)

- Thomas Iyer (Alias: T. Iyer, Phone: Phone On Record)

- Mohini Grewal (Alias: M. Grewal, Phone: Phone On Record)


Sequence of Events Observed:

1. Upon further inquiry into the sequence of events, it transpired that Procure Contraband Consignment

2. Upon further inquiry into the sequence of events, it transpired that Conceal In Commercial Cargo

3. Upon further inquiry into the sequence of events, it transpired that Transport Via Interstate Transport

4. Upon further inquiry into the sequence of events, it transpired that Drop At Designated Transit Point

5. Upon further inquiry into the sequence of events, it transpired that Handoff To Local Distributor


Vehicles / Assets Identified:

- No vehicle directly identified on spot.


OFFICER CONCLUSION:
Spot panchnama conducted. Evidence seized and sent for forensic evaluation.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000306,2025-11-23T07:18:46,True
DOC_FIR_0307,307,FIRST_INFORMATION_REPORT,English,946281259947132e,"MUMBAI POLICE DEPARTMENT - FIRST INFORMATION REPORT (SYNTHETIC RECORD)
FIR No: CASE_2025_0307 | Station: Borivali Police Station | Date: 2025-11-23
Investigating Officer: Assistant Inspector A. B. Deshmukh (Conversational Narrative)

NARRATIVE STATEMENT:
Information received via control room dispatch regarding suspicious activity in progress.

Incident Details:
On 2025-11-23 at approximately 17:25 hours near Lower Parel Business Park Sector-10, an incident adhering to MO category [Vehicle Theft Ring] was reported.

Accused / Suspects Mentioned in Report:

- Irya Varkey (Alias: I. Varkey, Phone: Phone On Record)

- Vincent Devan (Alias: V. Devan, Phone: Phone On Record)

- Imaran Patla (Alias: I. Patla, Phone: Phone On Record)

- Max Chacko (Alias: M. Chacko, Phone: Phone On Record)

- Kiaan Narayan (Alias: K. Narayan, Phone: Phone On Record)


Sequence of Events Observed:

1. The victim narrated that suddenly Observe Target Vehicle

2. The victim narrated that suddenly Approach With Master Key Or Device

3. The victim narrated that suddenly Disable Security Tracker

4. The victim narrated that suddenly Steal And Drive Away

5. The victim narrated that suddenly Replace Plate Number

6. The victim narrated that suddenly Transport To Outstation Warehouse


Vehicles / Assets Identified:

- No vehicle directly identified on spot.


OFFICER CONCLUSION:
CCTV footage being retrieved from nearby establishments to trace accused.
*** SYNTHETIC DEMO RECORD - NOT A REAL CASE ***",CCTNS_000307,2025-11-23T17:25:39,True
