phone_id,normalized_hash,owner_person_id,carrier,first_seen,last_seen,status,synthetic_demo_record
PHN_00137,b15ab17bdbbb486a,P_02528,Airtel,2024-01-01,2025-12-31,active,True
PHN_00138,c57dd791abec8706,P_00776,Jio,2024-01-01,2025-12-31,active,True
PHN_00139,3d8379288a0a4d26,P_02617,Vi,2024-01-01,2025-12-31,active,True
PHN_00140,48079045eaee2db2,P_04158,Airtel,2024-01-01,2025-12-31,active,True
PHN_00141,53543e648d7f2ab0,P_03805,BSNL,2024-01-01,2025-12-31,active,True
PHN_00142,324a231b90968a2b,P_00425,Jio,2024-01-01,2025-12-31,active,True
PHN_00143,235245d86dd5cef6,P_03031,BSNL,2024-01-01,2025-12-31,active,True
PHN_00144,26c2353d654717fc,P_00206,Vi,2024-01-01,2025-12-31,active,True
PHN_00145,761f5927e20bc84a,P_00164,BSNL,2024-01-01,2025-12-31,active,True
PHN_00146,5720f8eb36cc5b22,P_01067,Airtel,2024-01-01,2025-12-31,active,True
PHN_00147,5f01fecb1e63ca7f,P_01520,BSNL,2024-01-01,2025-12-31,active,True
PHN_00148,2bdd16bc02a0550d,P_01469,Airtel,2024-01-01,2025-12-31,active,True
PHN_00149,547687125292f7a3,P_01065,Vi,2024-01-01,2025-12-31,active,True
PHN_00150,3b7caf06d5683661,P_03712,Jio,2024-01-01,2025-12-31,active,True
PHN_00151,c8cf9e22483bbf54,P_04160,Jio,2024-01-01,2025-12-31,active,True
PHN_00152,bd22f178a4e4faba,P_02140,Jio,2024-01-01,2025-12-31,active,True
PHN_00153,8e312803d1081fd5,P_03943,Airtel,2024-01-01,2025-12-31,active,True
PHN_00154,e65130d4dbd66248,P_03613,BSNL,2024-01-01,2025-12-31,active,True
PHN_00155,376ea8e4f7293f73,P_04149,Vi,2024-01-01,2025-12-31,active,True
PHN_00156,cce45535b738c94b,P_01336,Airtel,2024-01-01,2025-12-31,active,True
PHN_00157,85b9f50dfaa3006c,P_04825,BSNL,2024-01-01,2025-12-31,active,True
PHN_00158,17cfed80eb43d918,P_01599,Jio,2024-01-01,2025-12-31,active,True
PHN_00159,094a716e81baf7e5,P_04350,Vi,2024-01-01,2025-12-31,active,True
PHN_00160,af5e6a3a38c05fe9,P_02319,Jio,2024-01-01,2025-12-31,active,True
PHN_00161,b2eebb5a8ba9f810,P_04803,Airtel,2024-01-01,2025-12-31,active,True
PHN_00162,61fe4984dc27cbd0,P_04249,BSNL,2024-01-01,2025-12-31,active,True
PHN_00163,dd07428f0fd47968,P_04659,Airtel,2024-01-01,2025-12-31,active,True
PHN_00164,823843800de6b4be,P_03275,Jio,2024-01-01,2025-12-31,active,True
PHN_00165,9b19bf1d76fdb848,P_00825,Vi,2024-01-01,2025-12-31,active,True
PHN_00166,11c27620ddbe2423,P_00858,Vi,2024-01-01,2025-12-31,active,True
PHN_00167,8872383143817b9a,P_01360,Vi,2024-01-01,2025-12-31,active,True
PHN_00168,99505304a53c6a61,P_03657,BSNL,2024-01-01,2025-12-31,active,True
PHN_00169,63243016673949fc,P_00810,Vi,2024-01-01,2025-12-31,active,True
PHN_00170,6498c83c47441b80,P_01835,Airtel,2024-01-01,2025-12-31,active,True
PHN_00171,a4aa86f7edb27d31,P_00579,BSNL,2024-01-01,2025-12-31,active,True
PHN_00172,115770adf22ce14c,P_04704,Jio,2024-01-01,2025-12-31,active,True
PHN_00173,0344de1053018655,P_01747,Vi,2024-01-01,2025-12-31,active,True
PHN_00174,4c35662aaa2979fe,P_04152,BSNL,2024-01-01,2025-12-31,active,True
PHN_00175,82d60ddb3f7059dc,P_00521,BSNL,2024-01-01,2025-12-31,active,True
PHN_00176,4e2349aa737e48f6,P_00777,BSNL,2024-01-01,2025-12-31,active,True
PHN_00177,3a121aeb2152ab91,P_02956,Jio,2024-01-01,2025-12-31,active,True
PHN_00178,24a9470eb927ae8d,P_01168,Jio,2024-01-01,2025-12-31,active,True
PHN_00179,5591c1fee073f4e2,P_00168,Airtel,2024-01-01,2025-12-31,active,True
PHN_00180,9b5c6ebcb18bc627,P_04182,BSNL,2024-01-01,2025-12-31,active,True
PHN_00181,ba99544d3691bd13,P_02521,Vi,2024-01-01,2025-12-31,active,True
PHN_00182,9c1cace827f6100d,P_04371,BSNL,2024-01-01,2025-12-31,active,True
PHN_00183,091128d2f8ffbb15,P_00463,Vi,2024-01-01,2025-12-31,active,True
PHN_00184,5a5603095f2e0dd4,P_00989,Airtel,2024-01-01,2025-12-31,active,True
PHN_00185,1f02f15303aac8f2,P_02668,Jio,2024-01-01,2025-12-31,active,True
PHN_00186,eb5cb728474c157b,P_03456,Jio,2024-01-01,2025-12-31,active,True
PHN_00187,0a60207adddedc95,P_00023,Airtel,2024-01-01,2025-12-31,active,True
PHN_00188,2c33716e65643368,P_04159,Airtel,2024-01-01,2025-12-31,active,True
PHN_00189,479bc5ce59060dbb,P_01398,BSNL,2024-01-01,2025-12-31,active,True
PHN_00190,dd7c99151c4d5b48,P_04715,BSNL,2024-01-01,2025-12-31,active,True
PHN_00191,53b192e7d7cfd4ba,P_02399,Airtel,2024-01-01,2025-12-31,active,True
PHN_00192,2ac6ad6d3d0984f4,P_01467,BSNL,2024-01-01,2025-12-31,active,True
PHN_00193,4beb6dafaeb8b7f0,P_02599,Jio,2024-01-01,2025-12-31,active,True
PHN_00194,fe80e86b72869812,P_00629,Airtel,2024-01-01,2025-12-31,active,True
PHN_00195,b82148a802dcae72,P_02180,BSNL,2024-01-01,2025-12-31,active,True
PHN_00196,357dd82f9b95542c,P_01098,Jio,2024-01-01,2025-12-31,active,True
PHN_00197,b55b282cdd3db93e,P_03642,BSNL,2024-01-01,2025-12-31,active,True
PHN_00198,efb8c3cff275eea2,P_04937,Jio,2024-01-01,2025-12-31,active,True
PHN_00199,72c5c7c9121b75cb,P_02544,Vi,2024-01-01,2025-12-31,active,True
PHN_00200,ff1dc7e0787aadbb,P_02105,Vi,2024-01-01,2025-12-31,active,True
PHN_00201,a7497ebd2c835704,P_00943,BSNL,2024-01-01,2025-12-31,active,True
PHN_00202,ee792584dab8dedd,P_02262,BSNL,2024-01-01,2025-12-31,active,True
PHN_00203,6518f482d2479b8e,P_01441,Vi,2024-01-01,2025-12-31,active,True
PHN_00204,4f9a5fb8261b70c7,P_01659,Vi,2024-01-01,2025-12-31,active,True
PHN_00205,58dcd29c79e3182f,P_00052,Airtel,2024-01-01,2025-12-31,active,True
PHN_00206,067e32a198756ac0,P_04136,Jio,2024-01-01,2025-12-31,active,True
PHN_00207,63d5516daec113fd,P_02907,Airtel,2024-01-01,2025-12-31,active,True
PHN_00208,3bb0a0f5c17b8fd5,P_03392,Vi,2024-01-01,2025-12-31,active,True
PHN_00209,3767dea50cf07cb2,P_00046,BSNL,2024-01-01,2025-12-31,active,True
PHN_00210,e65d09c92dee34ae,P_00482,Jio,2024-01-01,2025-12-31,active,True
PHN_00211,a917cad9ab58e3d7,P_04034,Vi,2024-01-01,2025-12-31,active,True
PHN_00212,fd61e4988b493ac7,P_00727,Jio,2024-01-01,2025-12-31,active,True
PHN_00213,fd7f503d3f12bb3f,P_00251,Jio,2024-01-01,2025-12-31,active,True
PHN_00214,230af5a07de1a019,P_04449,BSNL,2024-01-01,2025-12-31,active,True
PHN_00215,d67dca69184c2c5f,P_01070,BSNL,2024-01-01,2025-12-31,active,True
PHN_00216,2f27f1a164c00cc5,P_02910,Jio,2024-01-01,2025-12-31,active,True
PHN_00217,39aba6260bab2db9,P_02292,Vi,2024-01-01,2025-12-31,active,True
PHN_00218,c8e26e49ff5d68c1,P_03394,Jio,2024-01-01,2025-12-31,active,True
PHN_00219,ea3e041f30de38db,P_03344,BSNL,2024-01-01,2025-12-31,active,True
PHN_00220,9e8e82f0e7e2e4ad,P_03084,Jio,2024-01-01,2025-12-31,active,True
PHN_00221,6fa4223a72121a36,P_02728,Vi,2024-01-01,2025-12-31,active,True
PHN_00222,2d0e10671a0450b9,P_01922,Jio,2024-01-01,2025-12-31,active,True
PHN_00223,6467e59751f0f276,P_00665,Airtel,2024-01-01,2025-12-31,active,True
PHN_00224,cfcd3fc03ccea32b,P_03213,Vi,2024-01-01,2025-12-31,active,True
PHN_00225,0c61df298dd95044,P_02804,BSNL,2024-01-01,2025-12-31,active,True
PHN_00226,815c483d2d45475a,P_02040,Vi,2024-01-01,2025-12-31,active,True
PHN_00227,7dbd5b7c99676299,P_03435,BSNL,2024-01-01,2025-12-31,active,True
PHN_00228,9ff9fbf79032d768,P_02972,Airtel,2024-01-01,2025-12-31,active,True
PHN_00229,ebb69ac87f7fe958,P_01141,BSNL,2024-01-01,2025-12-31,active,True
PHN_00230,3697135728b6c410,P_03930,Jio,2024-01-01,2025-12-31,active,True
PHN_00231,57857b59cf06ab94,P_00481,Jio,2024-01-01,2025-12-31,active,True
PHN_00232,9c3c6cdaa111ccb2,P_03549,Vi,2024-01-01,2025-12-31,active,True
PHN_00233,d6c2aa1497e3adb4,P_00173,Airtel,2024-01-01,2025-12-31,active,True
PHN_00234,8b92d477822ac633,P_01997,Vi,2024-01-01,2025-12-31,active,True
PHN_00235,fcba108f23ab69eb,P_03492,Jio,2024-01-01,2025-12-31,active,True
PHN_00236,aedb06d116422782,P_02545,Jio,2024-01-01,2025-12-31,active,True
PHN_00237,76212b5b60c6d114,P_03426,BSNL,2024-01-01,2025-12-31,active,True
PHN_00238,330a3a8841b4d008,P_02740,BSNL,2024-01-01,2025-12-31,active,True
PHN_00239,9405b570d6cbd50e,P_01801,Vi,2024-01-01,2025-12-31,active,True
PHN_00240,88f1012c4b23a27c,P_01670,Airtel,2024-01-01,2025-12-31,active,True
PHN_00241,9020774363c82933,P_04046,Jio,2024-01-01,2025-12-31,active,True
PHN_00242,e7d33ede245d204d,P_04117,Jio,2024-01-01,2025-12-31,active,True
PHN_00243,4e7f793f2376f30b,P_03424,Airtel,2024-01-01,2025-12-31,active,True
PHN_00244,0093b93370ea28a6,P_00512,BSNL,2024-01-01,2025-12-31,active,True
PHN_00245,9dd3acbf0911bd10,P_00913,Jio,2024-01-01,2025-12-31,active,True
PHN_00246,c5ca3458dafcf651,P_03924,Jio,2024-01-01,2025-12-31,active,True
PHN_00247,ebfcd38be738bffc,P_03538,Jio,2024-01-01,2025-12-31,active,True
PHN_00248,95665adff240fb20,P_03255,Jio,2024-01-01,2025-12-31,active,True
PHN_00249,e692cdbea2839fcc,P_01805,BSNL,2024-01-01,2025-12-31,active,True
PHN_00250,f050c3cc0261a3a6,P_00473,Jio,2024-01-01,2025-12-31,active,True
PHN_00251,8c25fffe29609fd3,P_02254,Jio,2024-01-01,2025-12-31,active,True
PHN_00252,5ca74fd5dde304a6,P_03770,BSNL,2024-01-01,2025-12-31,active,True
PHN_00253,3f78ef3eb6ed6f19,P_03630,BSNL,2024-01-01,2025-12-31,active,True
PHN_00254,02ea9a7a9c530e00,P_01661,Vi,2024-01-01,2025-12-31,active,True
PHN_00255,26f153cfe1937f3f,P_03379,Jio,2024-01-01,2025-12-31,active,True
PHN_00256,ad38ce493c208ded,P_04651,BSNL,2024-01-01,2025-12-31,active,True
PHN_00257,af4b47a6bd85ed58,P_00399,BSNL,2024-01-01,2025-12-31,active,True
PHN_00258,357b49bacd361362,P_02270,BSNL,2024-01-01,2025-12-31,active,True
PHN_00259,85489996730c5dad,P_00568,Airtel,2024-01-01,2025-12-31,active,True
PHN_00260,520fa01c243c1451,P_04957,Airtel,2024-01-01,2025-12-31,active,True
PHN_00261,3dc3f9f8d6efd487,P_00151,BSNL,2024-01-01,2025-12-31,active,True
PHN_00262,ddfd91e7ad6057f7,P_04029,Vi,2024-01-01,2025-12-31,active,True
PHN_00263,30e88863a46dfb1d,P_03843,Airtel,2024-01-01,2025-12-31,active,True
PHN_00264,830b284f18797f0a,P_02145,BSNL,2024-01-01,2025-12-31,active,True
PHN_00265,01dcf4cc8685c4fe,P_02853,BSNL,2024-01-01,2025-12-31,active,True
PHN_00266,94723001a4b3665a,P_04447,BSNL,2024-01-01,2025-12-31,active,True
PHN_00267,25f337172fa74d3e,P_01450,Vi,2024-01-01,2025-12-31,active,True
PHN_00268,7aca1bb9270de04f,P_04211,Airtel,2024-01-01,2025-12-31,active,True
PHN_00269,72c9795d98baa74b,P_00101,BSNL,2024-01-01,2025-12-31,active,True
PHN_00270,9f86e2d08ecaebe7,P_00531,Vi,2024-01-01,2025-12-31,active,True
PHN_00271,479320724f80c501,P_03999,Vi,2024-01-01,2025-12-31,active,True
PHN_00272,c53a88e441cd5be5,P_00131,Airtel,2024-01-01,2025-12-31,active,True
PHN_00273,35e775ef61914bf6,P_01771,BSNL,2024-01-01,2025-12-31,active,True
PHN_00274,830e546fb9f74976,P_01241,Jio,2024-01-01,2025-12-31,active,True
PHN_00275,c3d31f745ce8890d,P_00538,BSNL,2024-01-01,2025-12-31,active,True
PHN_00276,13c952e1f4947a24,P_03655,Jio,2024-01-01,2025-12-31,active,True
PHN_00277,2a1a1ff688ff8909,P_02318,Airtel,2024-01-01,2025-12-31,active,True
PHN_00278,d3324e9c1ddc0e1e,P_04477,Vi,2024-01-01,2025-12-31,active,True
PHN_00279,c6229d713773c8f6,P_03324,Jio,2024-01-01,2025-12-31,active,True
PHN_00280,fcbf26f082fb24b9,P_01966,Jio,2024-01-01,2025-12-31,active,True
PHN_00281,03ec4b78341bca3c,P_03442,Jio,2024-01-01,2025-12-31,active,True
PHN_00282,5d89b7ecdf1cd78f,P_04653,Airtel,2024-01-01,2025-12-31,active,True
PHN_00283,1a5f3d602b9d8572,P_01775,Jio,2024-01-01,2025-12-31,active,True
PHN_00284,2c2db0305cccb8b2,P_03062,BSNL,2024-01-01,2025-12-31,active,True
PHN_00285,e3532150554cc60a,P_01932,Jio,2024-01-01,2025-12-31,active,True
PHN_00286,da544a0ffefddee6,P_01825,Jio,2024-01-01,2025-12-31,active,True
PHN_00287,ce20004023faaba6,P_02987,Jio,2024-01-01,2025-12-31,active,True
PHN_00288,f3f72db5ad37d44b,P_01977,Jio,2024-01-01,2025-12-31,active,True
PHN_00289,5a0a1394347c09b4,P_00216,BSNL,2024-01-01,2025-12-31,active,True
PHN_00290,033f68677fea488c,P_04868,Vi,2024-01-01,2025-12-31,active,True
PHN_00291,71e2019c00d8b3ec,P_03541,Vi,2024-01-01,2025-12-31,active,True
PHN_00292,37e93cf0745c2be8,P_04903,Jio,2024-01-01,2025-12-31,active,True
PHN_00293,2bb7565387504a95,P_02844,Jio,2024-01-01,2025-12-31,active,True
PHN_00294,b3dee4356f463e0b,P_02692,Airtel,2024-01-01,2025-12-31,active,True
PHN_00295,c65ea9fc7dd5d3ad,P_02137,BSNL,2024-01-01,2025-12-31,active,True
PHN_00296,a36c9f380a09347c,P_04586,Jio,2024-01-01,2025-12-31,active,True
PHN_00297,d5ea89b613e533d9,P_00596,Airtel,2024-01-01,2025-12-31,active,True
PHN_00298,160b47460952c979,P_03556,Jio,2024-01-01,2025-12-31,active,True
PHN_00299,fda07e164dfa59d4,P_00173,BSNL,2024-01-01,2025-12-31,active,True
PHN_00300,e62172e7238ab1ef,P_00410,BSNL,2024-01-01,2025-12-31,active,True
