cdr_id,caller_phone_id,receiver_phone_id,event_time,duration,cell_tower_id,latitude,longitude,source_id,synthetic_demo_record
CDR_000033,PHN_00567,PHN_04364,2025-04-16T15:40:46,272,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000034,PHN_05405,PHN_03894,2025-05-10T21:39:53,552,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000035,PHN_04323,PHN_04970,2027-12-16T23:00:02,443,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000036,PHN_04418,PHN_05980,2025-06-18T10:30:27,1470,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000037,PHN_02554,PHN_03269,2026-12-16T05:38:09,774,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000038,PHN_03589,PHN_04240,2025-04-14T12:53:58,517,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000039,PHN_01841,PHN_00525,2025-01-30T19:36:15,1214,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000040,PHN_04538,PHN_01886,2025-07-11T03:36:27,24,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000041,PHN_00582,PHN_05799,2025-03-21T06:13:51,478,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000042,PHN_00553,PHN_00258,2025-12-31T23:29:59,155,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000043,PHN_04212,PHN_01950,2027-01-04T16:09:13,1004,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000044,PHN_01756,PHN_04418,2027-03-06T07:18:38,1179,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000045,PHN_04721,PHN_03873,2027-05-20T16:45:05,978,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000046,PHN_03335,PHN_01560,2025-04-08T14:28:09,1359,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000047,PHN_03532,PHN_02903,2026-04-06T17:16:56,966,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000048,PHN_05973,PHN_00444,2026-12-19T07:56:09,1333,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000049,PHN_00807,PHN_00497,2027-03-14T21:14:44,704,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000050,PHN_00896,PHN_02037,2025-06-11T07:24:45,1108,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000051,PHN_03676,PHN_01149,2025-06-04T12:02:23,580,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000052,PHN_03790,PHN_02047,2027-11-09T22:25:28,164,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000053,PHN_03631,PHN_04509,2025-03-08T09:37:55,1345,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000054,PHN_04429,PHN_00121,2027-11-10T23:02:35,1553,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000055,PHN_01937,PHN_01363,2026-06-04T16:27:25,995,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000056,PHN_01752,PHN_03286,2025-03-21T06:13:51,347,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000057,PHN_03105,PHN_00018,2025-10-13T15:15:21,1615,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000058,PHN_03728,PHN_02337,2027-02-07T05:48:05,1506,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000059,PHN_04553,PHN_05423,2026-06-04T22:45:59,327,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000060,PHN_01556,PHN_02431,2027-12-19T11:12:07,129,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000061,PHN_04745,PHN_04442,2027-04-06T11:19:28,652,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000062,PHN_00469,PHN_00411,2026-05-30T19:44:18,1039,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000063,PHN_04351,PHN_01290,2027-12-15T19:49:21,1050,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000064,PHN_00657,PHN_01523,2026-09-30T13:39:52,149,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000065,PHN_05532,PHN_01927,2025-04-14T12:35:09,1176,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000066,PHN_02017,PHN_04743,2025-02-22T15:15:50,1278,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000067,PHN_00672,PHN_03435,2026-09-18T01:21:28,1167,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000068,PHN_04283,PHN_02592,2025-10-10T08:11:13,428,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000069,PHN_05487,PHN_05868,2025-09-05T02:18:12,553,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000070,PHN_03243,PHN_01073,2026-12-10T16:38:49,624,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000071,PHN_03746,PHN_02591,2027-04-09T16:21:33,158,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000072,PHN_00077,PHN_03755,2026-08-27T13:26:33,214,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000073,PHN_00601,PHN_04405,2026-06-21T12:17:25,553,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000074,PHN_01086,PHN_02860,2025-03-28T03:40:56,510,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000075,PHN_03028,PHN_02335,2026-04-24T12:50:10,1717,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000076,PHN_04451,PHN_05764,2026-10-25T23:51:58,1662,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000077,PHN_05358,PHN_04334,2027-01-02T04:18:15,1683,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000078,PHN_04544,PHN_02453,2026-12-28T23:39:42,222,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000079,PHN_01101,PHN_02167,2027-09-23T20:38:09,229,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000080,PHN_04533,PHN_01274,2025-10-30T04:06:30,1248,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000081,PHN_01726,PHN_05879,2025-06-21T19:50:26,1417,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000082,PHN_05196,PHN_02163,2026-06-08T05:22:22,524,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000083,PHN_00417,PHN_00757,2026-04-15T11:04:17,1708,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000084,PHN_02267,PHN_00362,2026-01-05T17:16:03,1589,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000085,PHN_01072,PHN_05220,2025-05-09T10:57:49,1528,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000086,PHN_03620,PHN_04520,2026-04-20T13:36:11,1158,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000087,PHN_00080,PHN_00917,2027-11-26T17:04:34,1425,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000088,PHN_01222,PHN_04470,2027-07-12T04:10:58,766,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000089,PHN_04772,PHN_04527,2026-04-22T00:20:31,271,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000090,PHN_00343,PHN_02526,2027-10-09T01:11:28,1640,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000091,PHN_00327,PHN_02932,2027-01-15T10:59:59,521,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000092,PHN_05464,PHN_00843,2027-05-15T02:44:29,1156,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000093,PHN_03330,PHN_05085,2025-04-30T08:05:02,494,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000094,PHN_01332,PHN_01451,2026-04-08T13:12:17,60,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000095,PHN_01470,PHN_02722,2027-11-15T07:37:59,853,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000096,PHN_05488,PHN_02033,2025-05-05T20:37:08,1622,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000097,PHN_05745,PHN_00886,2027-09-03T23:44:58,89,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000098,PHN_03856,PHN_01823,2027-06-25T19:23:42,952,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000099,PHN_02865,PHN_02501,2027-05-30T02:05:52,1794,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000100,PHN_01865,PHN_01827,2026-12-25T10:27:29,405,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000101,PHN_03265,PHN_02690,2027-08-21T03:36:18,152,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000102,PHN_02287,PHN_02877,2026-06-26T06:10:41,828,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000103,PHN_05567,PHN_04393,2027-11-20T10:22:26,66,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000104,PHN_00945,PHN_02140,2026-09-15T21:45:52,553,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000105,PHN_00314,PHN_00889,2026-04-22T18:50:11,717,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000106,PHN_05969,PHN_02570,2026-10-17T13:59:54,1057,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000107,PHN_00948,PHN_03156,2026-09-12T18:28:17,399,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000108,PHN_02087,PHN_00364,2026-04-23T13:10:19,13,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000109,PHN_04260,PHN_04411,2027-03-01T03:20:26,1529,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000110,PHN_05494,PHN_01615,2026-04-22T07:28:42,153,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000111,PHN_05442,PHN_02705,2025-12-15T23:52:59,1368,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000112,PHN_01021,PHN_05897,2025-11-23T19:26:50,1048,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000113,PHN_02534,PHN_05464,2025-12-27T23:42:12,834,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000114,PHN_05712,PHN_02423,2025-04-17T15:00:08,402,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000115,PHN_03445,PHN_05448,2027-01-09T19:46:16,1542,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000116,PHN_01426,PHN_05043,2025-11-24T20:51:28,841,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000117,PHN_04489,PHN_00004,2025-11-01T20:06:24,440,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000118,PHN_03522,PHN_04752,2026-12-20T12:12:13,669,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000119,PHN_03810,PHN_03620,2027-01-07T22:16:39,447,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000120,PHN_04188,PHN_03877,2027-10-10T10:31:20,1640,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000121,PHN_01391,PHN_05398,2025-10-31T10:59:56,1065,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000122,PHN_05439,PHN_05186,2026-01-09T13:05:39,201,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000123,PHN_01925,PHN_05512,2025-07-21T22:40:33,1661,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000124,PHN_01632,PHN_01208,2025-03-02T15:43:46,511,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000125,PHN_03893,PHN_05008,2027-05-04T09:03:11,159,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000126,PHN_03731,PHN_03396,2026-11-20T11:46:03,1188,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000127,PHN_01593,PHN_05885,2026-03-09T02:13:09,1022,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000128,PHN_03274,PHN_01999,2026-12-21T03:34:59,1418,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000129,PHN_00046,PHN_00874,2026-04-18T07:54:37,458,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000130,PHN_01441,PHN_05701,2026-05-18T04:43:29,112,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000131,PHN_04567,PHN_02042,2027-07-26T06:26:46,258,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000132,PHN_03740,PHN_01093,2026-05-18T04:43:29,1377,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000133,PHN_04352,PHN_04579,2025-12-19T15:10:00,1556,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000134,PHN_03626,PHN_05019,2027-03-01T03:20:26,1043,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000135,PHN_03496,PHN_04489,2027-10-05T09:37:44,335,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000136,PHN_03889,PHN_03687,2027-04-09T16:21:33,516,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000137,PHN_05224,PHN_02272,2027-05-11T20:18:36,1077,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000138,PHN_03970,PHN_05135,2025-10-23T20:14:05,910,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000139,PHN_00635,PHN_05846,2025-09-01T10:17:52,566,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000140,PHN_02752,PHN_02620,2026-08-05T14:08:30,175,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000141,PHN_01134,PHN_01236,2026-03-07T18:52:32,1431,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000142,PHN_01252,PHN_05787,2025-03-23T22:50:13,859,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000143,PHN_03340,PHN_02711,2026-05-20T20:26:24,861,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000144,PHN_00511,PHN_01695,2026-04-11T09:11:22,807,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000145,PHN_04785,PHN_05698,2027-08-09T06:30:05,1577,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000146,PHN_04717,PHN_03117,2025-01-13T08:34:30,730,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000147,PHN_02447,PHN_03195,2027-09-24T18:05:07,1721,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000148,PHN_03433,PHN_04410,2027-03-23T07:19:25,1128,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000149,PHN_04942,PHN_01807,2025-07-08T20:39:24,568,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000150,PHN_03571,PHN_03979,2026-03-14T07:25:24,698,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000151,PHN_05480,PHN_05564,2026-04-01T03:23:16,1493,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000152,PHN_01353,PHN_03829,2025-04-17T15:00:08,1284,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000153,PHN_04376,PHN_00221,2026-03-18T20:11:50,1222,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000154,PHN_04624,PHN_05432,2025-04-04T13:34:03,1326,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000155,PHN_03512,PHN_01112,2026-05-13T12:14:17,382,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000156,PHN_00412,PHN_02132,2025-12-29T13:48:12,443,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000157,PHN_03725,PHN_02678,2027-04-19T05:00:47,786,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000158,PHN_02280,PHN_03454,2027-07-12T04:10:58,177,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000159,PHN_03853,PHN_00159,2026-08-04T18:47:01,116,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000160,PHN_02867,PHN_01837,2025-03-28T03:40:56,1609,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000161,PHN_05340,PHN_00330,2025-02-12T04:47:04,516,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000162,PHN_01634,PHN_00167,2025-04-28T12:39:42,498,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000163,PHN_01035,PHN_03880,2025-04-13T05:36:58,1165,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000164,PHN_01786,PHN_03810,2025-10-02T07:15:44,1580,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000165,PHN_03022,PHN_01375,2026-10-20T03:36:46,1541,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000166,PHN_05885,PHN_00939,2027-06-26T22:00:54,345,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000167,PHN_02549,PHN_00886,2025-02-07T08:28:15,648,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000168,PHN_04717,PHN_05549,2027-12-13T13:35:15,778,TOW_015,19.127408,72.95681,TELCO_CDR_SYSTEM,True
CDR_000169,PHN_03250,PHN_05858,2025-04-01T20:54:03,1222,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000170,PHN_05658,PHN_05139,2025-04-10T08:31:32,1437,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000171,PHN_02471,PHN_05606,2027-06-09T17:32:36,257,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000172,PHN_04637,PHN_00337,2026-07-30T13:46:55,887,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000173,PHN_05420,PHN_03036,2026-06-21T12:17:25,1336,TOW_002,18.977957,72.783489,TELCO_CDR_SYSTEM,True
CDR_000174,PHN_02796,PHN_00104,2026-04-11T09:11:22,1694,TOW_014,18.91152,72.820363,TELCO_CDR_SYSTEM,True
CDR_000175,PHN_04016,PHN_00865,2027-12-15T19:49:21,751,TOW_007,19.097977,72.802906,TELCO_CDR_SYSTEM,True
CDR_000176,PHN_05207,PHN_03767,2025-04-28T12:39:42,901,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000177,PHN_01443,PHN_04275,2025-10-20T23:49:15,1271,TOW_011,18.917098,72.773212,TELCO_CDR_SYSTEM,True
CDR_000178,PHN_04409,PHN_03961,2026-04-23T13:10:19,1701,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000179,PHN_05989,PHN_04854,2025-12-23T16:31:13,1754,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000180,PHN_02012,PHN_00710,2027-09-10T21:25:39,933,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000181,PHN_01998,PHN_03807,2026-10-22T22:26:48,1378,TOW_010,18.966126,72.933239,TELCO_CDR_SYSTEM,True
CDR_000182,PHN_03105,PHN_02756,2026-06-12T02:12:03,1752,TOW_001,19.135771,72.756003,TELCO_CDR_SYSTEM,True
CDR_000183,PHN_02663,PHN_01490,2025-07-04T01:44:18,736,TOW_008,18.991276,72.958632,TELCO_CDR_SYSTEM,True
CDR_000184,PHN_02117,PHN_02789,2027-09-08T07:41:50,1230,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000185,PHN_05745,PHN_02264,2025-01-18T04:29:59,1068,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000186,PHN_01566,PHN_00702,2027-03-02T01:49:32,842,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000187,PHN_04003,PHN_04549,2025-09-06T00:30:46,1424,TOW_013,19.06377,72.779958,TELCO_CDR_SYSTEM,True
CDR_000188,PHN_03901,PHN_05292,2026-06-09T01:50:58,927,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000189,PHN_00142,PHN_00763,2025-07-11T11:38:24,838,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000190,PHN_05668,PHN_01994,2026-12-28T23:39:42,1201,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000191,PHN_03024,PHN_03877,2026-07-29T04:53:09,714,TOW_009,19.159256,72.83166,TELCO_CDR_SYSTEM,True
CDR_000192,PHN_03486,PHN_04509,2026-01-26T18:54:22,1449,TOW_006,19.104498,72.921845,TELCO_CDR_SYSTEM,True
CDR_000193,PHN_03718,PHN_02220,2025-09-27T17:47:24,482,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
CDR_000194,PHN_00989,PHN_05909,2025-12-19T05:08:57,254,TOW_004,19.116197,72.757628,TELCO_CDR_SYSTEM,True
CDR_000195,PHN_04390,PHN_05654,2025-06-13T02:08:05,453,TOW_003,19.15068,72.964123,TELCO_CDR_SYSTEM,True
CDR_000196,PHN_03967,PHN_02266,2026-09-23T13:58:48,1566,TOW_012,19.12149,72.943711,TELCO_CDR_SYSTEM,True
CDR_000197,PHN_04298,PHN_04889,2025-04-09T01:53:59,1715,TOW_005,18.967455,72.871285,TELCO_CDR_SYSTEM,True
