CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,Latitude,Longitude,BriefFacts,SourceSystem,SourceRecordID,SourceVersion,synthetic_demo_record
33,CR/0033/2025,CASE_2025_0033,2025-02-12T08:38:53,POL_646,PS_BYCULLA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-02-12T08:38:53,2025-02-12T08:38:53,2025-02-12T08:38:53,18.960929,72.865302,Incident reported at Andheri East MIDC Sector-65 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000033,v1.0,True
34,CR/0034/2025,CASE_2025_0034,2025-02-12T10:27:07,POL_267,PS_CHEMBUR,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-02-12T10:27:07,2025-02-12T10:27:07,2025-02-12T10:27:07,19.107863,72.976405,Incident reported at Byculla Market Sector-55 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000034,v1.0,True
35,CR/0035/2025,CASE_2025_0035,2025-02-13T13:35:29,POL_376,PS_GHATKOPAR,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-02-13T13:35:29,2025-02-13T13:35:29,2025-02-13T13:35:29,19.262042,72.838862,Incident reported at Sion Circle Sector-179 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000035,v1.0,True
36,CR/0036/2025,CASE_2025_0036,2025-02-13T21:33:00,POL_670,PS_BYCULLA,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-02-13T21:33:00,2025-02-13T21:33:00,2025-02-13T21:33:00,19.126504,72.848707,Incident reported at Dadar TT Circle Sector-188 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000036,v1.0,True
37,CR/0037/2025,CASE_2025_0037,2025-02-13T21:49:14,POL_432,PS_KURLA,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-02-13T21:49:14,2025-02-13T21:49:14,2025-02-13T21:49:14,19.263206,72.886056,Incident reported at Sewri Timber Market Sector-136 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000037,v1.0,True
38,CR/0038/2025,CASE_2025_0038,2025-02-13T22:24:18,POL_941,PS_COLABA,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-02-13T22:24:18,2025-02-13T22:24:18,2025-02-13T22:24:18,19.206357,72.899499,Incident reported at Sewri Timber Market Sector-236 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000038,v1.0,True
39,CR/0039/2025,CASE_2025_0039,2025-02-21T20:59:58,POL_510,PS_COLABA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-02-21T20:59:58,2025-02-21T20:59:58,2025-02-21T20:59:58,19.161237,72.806446,Incident reported at Lower Parel Business Park Sector-90 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000039,v1.0,True
40,CR/0040/2025,CASE_2025_0040,2025-02-21T23:34:03,POL_316,PS_ANDHERI,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-02-21T23:34:03,2025-02-21T23:34:03,2025-02-21T23:34:03,19.274457,72.984836,Incident reported at Colaba Causeway Sector-142 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000040,v1.0,True
41,CR/0041/2025,CASE_2025_0041,2025-02-22T15:15:50,POL_422,PS_BORIVALI,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-02-22T15:15:50,2025-02-22T15:15:50,2025-02-22T15:15:50,19.10086,72.791066,Incident reported at Navi Mumbai Vashi Sector 17 Sector-38 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000041,v1.0,True
42,CR/0042/2025,CASE_2025_0042,2025-02-23T04:00:04,POL_611,PS_KURLA,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-02-23T04:00:04,2025-02-23T04:00:04,2025-02-23T04:00:04,18.923648,72.793266,Incident reported at Malad Link Road Sector-153 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000042,v1.0,True
43,CR/0043/2025,CASE_2025_0043,2025-02-24T17:13:13,POL_569,PS_WORLI,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-02-24T17:13:13,2025-02-24T17:13:13,2025-02-24T17:13:13,19.133717,72.90334,Incident reported at Byculla Market Sector-175 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000043,v1.0,True
44,CR/0044/2025,CASE_2025_0044,2025-02-26T02:02:35,POL_242,PS_DHARAVI,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-02-26T02:02:35,2025-02-26T02:02:35,2025-02-26T02:02:35,18.92923,72.947982,Incident reported at Dadar TT Circle Sector-68 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000044,v1.0,True
45,CR/0045/2025,CASE_2025_0045,2025-03-01T06:14:23,POL_674,PS_KURLA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-03-01T06:14:23,2025-03-01T06:14:23,2025-03-01T06:14:23,19.000778,72.823672,Incident reported at Tardeo Road Sector-180 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000045,v1.0,True
46,CR/0046/2025,CASE_2025_0046,2025-03-01T14:52:25,POL_864,PS_MALAD,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-03-01T14:52:25,2025-03-01T14:52:25,2025-03-01T14:52:25,19.159898,72.884592,Incident reported at Worli Sea Face Sector-149 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000046,v1.0,True
47,CR/0047/2025,CASE_2025_0047,2025-03-01T21:25:10,POL_697,PS_BORIVALI,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-03-01T21:25:10,2025-03-01T21:25:10,2025-03-01T21:25:10,19.262042,72.838862,Incident reported at Sion Circle Sector-179 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000047,v1.0,True
48,CR/0048/2025,CASE_2025_0048,2025-03-02T15:43:46,POL_324,PS_WORLI,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-03-02T15:43:46,2025-03-02T15:43:46,2025-03-02T15:43:46,19.112493,72.757833,Incident reported at Lower Parel Business Park Sector-190 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000048,v1.0,True
49,CR/0049/2025,CASE_2025_0049,2025-03-03T01:08:37,POL_605,PS_DHARAVI,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-03-03T01:08:37,2025-03-03T01:08:37,2025-03-03T01:08:37,18.996048,72.786369,Incident reported at Dadar TT Circle Sector-128 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000049,v1.0,True
50,CR/0050/2025,CASE_2025_0050,2025-03-03T11:43:39,POL_981,PS_BANDRA,CAT_CRIMINAL,SERIOUS,ATM_CARD_SKIMMING,inspect_unattended_kiosk,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-03-03T11:43:39,2025-03-03T11:43:39,2025-03-03T11:43:39,18.9258,72.955522,Incident reported at Chembur Colony Sector-192 under MO ATM/Card Skimming Racket.,CCTNS_MUMBAI,CCTNS_000050,v1.0,True
51,CR/0051/2025,CASE_2025_0051,2025-03-07T10:58:27,POL_742,PS_BANDRA,CAT_CRIMINAL,HEINOUS,CHAIN_SNATCHING,survey_pedestrian_victim,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-03-07T10:58:27,2025-03-07T10:58:27,2025-03-07T10:58:27,19.261058,72.914081,Incident reported at Dharavi Commercial Complex Sector-161 under MO Two-Wheeler Chain Snatching.,CCTNS_MUMBAI,CCTNS_000051,v1.0,True
52,CR/0052/2025,CASE_2025_0052,2025-03-08T09:37:55,POL_532,PS_DHARAVI,CAT_CRIMINAL,SERIOUS,CYBER_FRAUD_CALL_CENTER,spoof_official_bank_helpline,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-03-08T09:37:55,2025-03-08T09:37:55,2025-03-08T09:37:55,19.006988,72.790899,Incident reported at Sion Circle Sector-199 under MO Cyber Fraud Call Center.,CCTNS_MUMBAI,CCTNS_000052,v1.0,True
53,CR/0053/2025,CASE_2025_0053,2025-03-09T06:54:38,POL_494,PS_BORIVALI,CAT_CRIMINAL,HEINOUS,EXTORTION_RACKET,identify_prominent_local_trader,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-03-09T06:54:38,2025-03-09T06:54:38,2025-03-09T06:54:38,19.206357,72.899499,Incident reported at Sewri Timber Market Sector-236 under MO Commercial Extortion Racket.,CCTNS_MUMBAI,CCTNS_000053,v1.0,True
54,CR/0054/2025,CASE_2025_0054,2025-03-10T22:53:17,POL_579,PS_WORLI,CAT_CRIMINAL,SERIOUS,NARCOTICS_COURIER_NETWORK,procure_contraband_consignment,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-03-10T22:53:17,2025-03-10T22:53:17,2025-03-10T22:53:17,19.274457,72.984836,Incident reported at Colaba Causeway Sector-142 under MO Narcotics Courier Network.,CCTNS_MUMBAI,CCTNS_000054,v1.0,True
55,CR/0055/2025,CASE_2025_0055,2025-03-11T19:25:42,POL_666,PS_MALAD,CAT_CRIMINAL,HEINOUS,VEHICLE_THEFT_RING,observe_target_vehicle,UNDER_INVESTIGATION,COURT_MUMBAI_MAGISTRATE,2025-03-11T19:25:42,2025-03-11T19:25:42,2025-03-11T19:25:42,19.038556,72.851669,Incident reported at Juhu Tara Road Sector-107 under MO Vehicle Theft Ring.,CCTNS_MUMBAI,CCTNS_000055,v1.0,True
