digital_account_id,platform,username_hash,owner_person_id,synthetic_demo_record
DIG_00147,WhatsApp,20b7ba573df326f9,P_03682,True
DIG_00148,Signal,66b5c6653d140254,P_02962,True
DIG_00149,Telegram,08d209c7f3144dbe,P_01759,True
DIG_00150,Instagram,9435a750ac8c303b,P_01443,True
DIG_00151,Signal,a1ef6f00760b9f44,P_01598,True
DIG_00152,Signal,b8d0a492d34a59cc,P_02102,True
DIG_00153,Telegram,e1504f319121d74e,P_02071,True
DIG_00154,WhatsApp,50ae2c216deaf8f8,P_04831,True
DIG_00155,WhatsApp,7f79849b7a13bba2,P_03863,True
DIG_00156,Telegram,e001664748d5c367,P_03249,True
DIG_00157,WhatsApp,43c9c3609a974af0,P_04398,True
DIG_00158,Signal,2c6efa9978f444e4,P_01001,True
DIG_00159,Signal,0d3834c9226fd9f8,P_04374,True
DIG_00160,Signal,392e778107ed9316,P_01989,True
DIG_00161,Instagram,5e3466a9cc0f729f,P_04786,True
DIG_00162,Telegram,540132cc67dd2a4a,P_02182,True
DIG_00163,X (Twitter),ebc80e56cff0a4b9,P_02730,True
DIG_00164,Telegram,7885cad973f090ae,P_00638,True
DIG_00165,Instagram,ede813e50c374679,P_04577,True
DIG_00166,Signal,2d9226daf07f1bb4,P_01787,True
DIG_00167,Instagram,912bb6477c3644cc,P_00509,True
DIG_00168,X (Twitter),e44e8ed471bb323d,P_04437,True
DIG_00169,Instagram,843da243f46b4af8,P_00054,True
DIG_00170,Signal,5f50b6e6c2c138ef,P_00759,True
DIG_00171,Signal,ff65f3f31fd44c9b,P_00934,True
DIG_00172,Telegram,3192e5868103eda8,P_03780,True
DIG_00173,Telegram,d99b65b3335bc7cc,P_01910,True
DIG_00174,Signal,d2534dcad640ee50,P_00835,True
DIG_00175,Signal,2e414d136e23014a,P_00425,True
DIG_00176,Telegram,d6fc0c7c9fe91ce2,P_01151,True
DIG_00177,Instagram,134f98f79896a4f2,P_02067,True
DIG_00178,Instagram,153df5563628c685,P_00212,True
DIG_00179,Telegram,9d7e3f8792d32f79,P_04641,True
DIG_00180,Signal,72e03250bb256c93,P_04530,True
DIG_00181,Telegram,61b843c07c515057,P_01922,True
DIG_00182,X (Twitter),e49023f6fa0ae8ce,P_01721,True
DIG_00183,X (Twitter),06aba1ef724030ef,P_04367,True
DIG_00184,Instagram,3ed25a1ae1f39347,P_01883,True
DIG_00185,WhatsApp,f62dcfec9e7930ce,P_04392,True
DIG_00186,Telegram,1b345fd5fe613ee6,P_04502,True
DIG_00187,Signal,ce03b228fd75f049,P_04800,True
DIG_00188,Signal,fc71661cc026f252,P_02782,True
DIG_00189,WhatsApp,c63cd769978b1464,P_04223,True
DIG_00190,Signal,7cf0b54ddad585b3,P_04336,True
DIG_00191,Signal,ddf73f7c5dd96f9f,P_02650,True
DIG_00192,Instagram,67591b8a567f02f0,P_00548,True
DIG_00193,X (Twitter),8145e7e233f0f61d,P_03364,True
DIG_00194,Instagram,d6d1e197d4498270,P_03305,True
DIG_00195,X (Twitter),7eca5f188b8a8e5e,P_01499,True
DIG_00196,WhatsApp,daa4e344f68dd72e,P_00429,True
DIG_00197,X (Twitter),6f11c184a6ef5868,P_01964,True
DIG_00198,WhatsApp,9265538e21bc4f5b,P_03795,True
DIG_00199,X (Twitter),420720c6c03b9771,P_04389,True
DIG_00200,Telegram,2c709ea7fdf4e540,P_02455,True
DIG_00201,Instagram,6f2ededa9be1ecf9,P_00368,True
DIG_00202,Signal,e81156ad95474ff9,P_04027,True
DIG_00203,Telegram,8116929896b7366d,P_04947,True
DIG_00204,Instagram,21b1bebb8a8f4838,P_02437,True
DIG_00205,Telegram,e1cd236353ce4bbf,P_03458,True
DIG_00206,X (Twitter),5ad7c26513d20ce3,P_03731,True
DIG_00207,Signal,0e65ce8791c4adc5,P_04936,True
DIG_00208,WhatsApp,009a47329aeccf4b,P_04277,True
DIG_00209,WhatsApp,716af3177ee9898f,P_03674,True
DIG_00210,WhatsApp,124400f0f98a31d5,P_01997,True
DIG_00211,X (Twitter),0f249f8d626aa1e0,P_03717,True
DIG_00212,Instagram,5a68b2f31a22212c,P_00090,True
DIG_00213,Signal,4b500765bedd18fa,P_00889,True
DIG_00214,Signal,cacb571b4eed7334,P_04136,True
DIG_00215,WhatsApp,858493c0c1164b7e,P_03834,True
DIG_00216,X (Twitter),3b105ea597ae83cc,P_02718,True
DIG_00217,Telegram,8cb114268835ade5,P_03669,True
DIG_00218,Signal,cef0c3c0e4f3a65a,P_00168,True
DIG_00219,X (Twitter),6c5df57d8b873dca,P_01420,True
DIG_00220,Telegram,6b40c937bf04d08c,P_00571,True
DIG_00221,Telegram,f594396afa3497ac,P_01361,True
DIG_00222,X (Twitter),c667c69ea06b4019,P_03011,True
DIG_00223,WhatsApp,7b7c256daf2b37f6,P_02361,True
DIG_00224,Telegram,fc03a7b280171b70,P_00076,True
DIG_00225,Telegram,fcdb850a03bddefe,P_01052,True
DIG_00226,Telegram,62665dbe282572e3,P_00958,True
DIG_00227,Signal,0a29dec3a8c56723,P_04249,True
DIG_00228,Signal,2e4cb061e25f95f9,P_00558,True
DIG_00229,WhatsApp,6f9b25cde5d0a08b,P_03551,True
DIG_00230,Signal,ff8c3096f02eb6c3,P_00119,True
DIG_00231,WhatsApp,137899fb3e7d0b7f,P_02528,True
DIG_00232,Instagram,58bf2bc1410db454,P_04766,True
DIG_00233,Instagram,8f552c981d86d7ce,P_01307,True
DIG_00234,Signal,b2b7ed8a8af2e595,P_03368,True
DIG_00235,Instagram,4f5e8cad2126d903,P_04255,True
DIG_00236,X (Twitter),a8487236af6db53d,P_01710,True
DIG_00237,WhatsApp,c4ad6c888efba827,P_04263,True
DIG_00238,Instagram,4db3c6807ab6118f,P_00318,True
DIG_00239,WhatsApp,aa36fa537361ad3c,P_02533,True
DIG_00240,Instagram,5c203a94f271c72a,P_01819,True
DIG_00241,Signal,e41f492b8c2915c6,P_02391,True
DIG_00242,WhatsApp,08eb34268879e875,P_01738,True
DIG_00243,WhatsApp,cf054a44782eff03,P_04018,True
DIG_00244,X (Twitter),868c97d0a1bd246c,P_00412,True
DIG_00245,Telegram,ae894557106253ea,P_04777,True
DIG_00246,X (Twitter),a4e30b35ed20e4a0,P_02901,True
DIG_00247,Telegram,f3869a6db9e2b1fd,P_00586,True
DIG_00248,X (Twitter),a8385d71a583cb32,P_00217,True
DIG_00249,X (Twitter),3cb5207662f869fd,P_01381,True
DIG_00250,Instagram,6f3775209c70d722,P_02010,True
DIG_00251,Telegram,94b3b1065c7115ec,P_02089,True
DIG_00252,Telegram,f245c0152214a42c,P_03076,True
DIG_00253,Signal,aabf14d83ed0f55b,P_04701,True
DIG_00254,X (Twitter),caf8c72281848484,P_00641,True
DIG_00255,WhatsApp,0e2b64a03d043d99,P_04508,True
DIG_00256,X (Twitter),dbef716eae221818,P_01494,True
DIG_00257,Telegram,7584b98c421531fc,P_02600,True
DIG_00258,X (Twitter),42a991a7436a38c3,P_01140,True
DIG_00259,Telegram,90f9b507ffd5726c,P_03947,True
DIG_00260,X (Twitter),8a82cd1415ef9fa4,P_01142,True
DIG_00261,X (Twitter),6ff3f69e03a04ffd,P_04422,True
DIG_00262,WhatsApp,bfbb7ced2417fe45,P_03833,True
DIG_00263,WhatsApp,5a20c8c2fb98c375,P_04605,True
DIG_00264,Telegram,0a4755dc65a2f687,P_04090,True
DIG_00265,WhatsApp,b9bf00f67c8b6034,P_04402,True
DIG_00266,Signal,c381e16e4c31f6d3,P_04129,True
DIG_00267,Instagram,e33cbe94891e259c,P_00239,True
DIG_00268,Instagram,6a7871a2ac5d1b4a,P_02490,True
DIG_00269,Instagram,b96591dd32b5faa1,P_01540,True
DIG_00270,Telegram,83f24076faeddca6,P_04481,True
DIG_00271,Telegram,47c70f3965f8b54c,P_02546,True
DIG_00272,Telegram,2cb4a8fbea16d022,P_00955,True
DIG_00273,X (Twitter),e2bd6d6f37c5c77e,P_02770,True
DIG_00274,WhatsApp,c22bde3dfb6e680d,P_03236,True
DIG_00275,Instagram,64c86b917f760a52,P_02193,True
DIG_00276,Instagram,d52af1e537786d1e,P_00496,True
DIG_00277,Signal,d359fca7259e727c,P_04787,True
DIG_00278,Signal,7e94eb209121f03d,P_04953,True
DIG_00279,WhatsApp,c0d5aa1027ecbfcf,P_01808,True
DIG_00280,Telegram,bd65485a9c693a91,P_01405,True
DIG_00281,WhatsApp,1797db528bbc014a,P_00691,True
DIG_00282,Instagram,d7f30271b5100193,P_03820,True
DIG_00283,Instagram,45c646cd8a348aca,P_02876,True
DIG_00284,Instagram,8e006b1d06c32dc5,P_03325,True
DIG_00285,WhatsApp,cffd5bf72f324d34,P_01939,True
DIG_00286,WhatsApp,540b1dc46d1f9848,P_00056,True
DIG_00287,X (Twitter),319acf22d7df8bfc,P_04498,True
DIG_00288,Telegram,320eb6ac68b63a80,P_02843,True
DIG_00289,WhatsApp,264bc59705b0a6c7,P_01282,True
DIG_00290,WhatsApp,d63475422db54bef,P_01114,True
DIG_00291,Telegram,1695f960a3d66ba7,P_02416,True
DIG_00292,X (Twitter),6e6e643ba3f42401,P_02330,True
DIG_00293,Instagram,1d3a4e34a4071b23,P_00079,True
DIG_00294,Instagram,1167952326a068e5,P_04372,True
DIG_00295,WhatsApp,14db8d362083b71d,P_02591,True
DIG_00296,X (Twitter),54051283339d01cb,P_01648,True
DIG_00297,Instagram,c935ee5974a741bb,P_01129,True
DIG_00298,Signal,60ec54215c7d15c3,P_00164,True
DIG_00299,Telegram,115ac7a4277296b1,P_01942,True
DIG_00300,WhatsApp,c3d81be657b49365,P_00438,True
DIG_00301,Signal,0df047f7b06749a3,P_02599,True
DIG_00302,Instagram,0e03468de2577026,P_03627,True
DIG_00303,Signal,05e7dac6d6c19eae,P_00532,True
DIG_00304,X (Twitter),f2933f70d0bcc845,P_01311,True
DIG_00305,Instagram,cf52226e8f7481af,P_02487,True
DIG_00306,Instagram,1371b261015eeac4,P_03073,True
DIG_00307,WhatsApp,e47039463beb4d5e,P_00812,True
DIG_00308,WhatsApp,75d12b33cd033a1c,P_04822,True
DIG_00309,WhatsApp,9f68c6ab93df16b9,P_01104,True
DIG_00310,X (Twitter),7fa9c7264c69b5be,P_04105,True
DIG_00311,Signal,209df9394cfb12f1,P_02798,True
DIG_00312,X (Twitter),df4e2d4a60846a87,P_02941,True
DIG_00313,Signal,2181e1028f533d91,P_03852,True
DIG_00314,Telegram,5832feef498ac467,P_03469,True
DIG_00315,Signal,b6d2a39614b8cc79,P_04364,True
DIG_00316,Signal,c2c9fcc64a9d370f,P_03745,True
DIG_00317,Signal,84b3924d018e8357,P_04150,True
DIG_00318,Signal,40e0e2b0f712980d,P_02103,True
DIG_00319,Signal,2343e6bcd7487ff9,P_01428,True
DIG_00320,WhatsApp,97c00f519c945d86,P_04353,True
DIG_00321,Telegram,35dcdd871edc8ccd,P_02221,True
DIG_00322,Signal,b7a4d98ed6f8f36f,P_04215,True
DIG_00323,X (Twitter),41fcb1d2ee4f7e6b,P_00978,True
DIG_00324,WhatsApp,7fcc8c2547b95190,P_00500,True
DIG_00325,Instagram,c60177e2c7eb8504,P_03915,True
DIG_00326,Instagram,72cd08f803b82b0d,P_03699,True
DIG_00327,WhatsApp,cb7d2f139b4e26ad,P_01806,True
DIG_00328,WhatsApp,1103566a37d79fad,P_04316,True
DIG_00329,Telegram,f4824250f40d3925,P_03750,True
DIG_00330,Instagram,88731ff2585b53db,P_03510,True
DIG_00331,Signal,479b0a3f89549def,P_00115,True
DIG_00332,Signal,f700d6056446062f,P_03419,True
DIG_00333,Telegram,ee517fd052b9f053,P_00949,True
DIG_00334,Telegram,27ab5a0d97766002,P_00155,True
DIG_00335,Signal,8805e6fa04fbdd86,P_00170,True
DIG_00336,Signal,b93053f9e2778eee,P_01000,True
DIG_00337,Instagram,2a11d78157768f1c,P_00472,True
DIG_00338,Instagram,fe910f54f389a1eb,P_03326,True
DIG_00339,Instagram,980a9f1a2539fe5f,P_02722,True
DIG_00340,WhatsApp,857cec8225aaf20d,P_02415,True
DIG_00341,Signal,d40c84bb0edecc3d,P_04023,True
DIG_00342,WhatsApp,c80d8d5f86c9c4c4,P_02747,True
DIG_00343,Telegram,5300695fe51f4dec,P_04115,True
DIG_00344,Telegram,51cc720be0781f9d,P_04697,True
DIG_00345,WhatsApp,77e4bfa44bee1a06,P_02516,True
DIG_00346,Signal,a35bd80cf4c908f0,P_00140,True
DIG_00347,Signal,8999913529ec05c3,P_02493,True
DIG_00348,X (Twitter),5d74a911163a78a8,P_04802,True
DIG_00349,X (Twitter),aa30f00eb43c705a,P_02383,True
DIG_00350,Signal,7407f46b0a2d47cd,P_00457,True
DIG_00351,Signal,32e5124d6dfa1b2e,P_01901,True
DIG_00352,Telegram,5f4299a30cf096bc,P_01807,True
DIG_00353,Instagram,fc93fe2dd03731c9,P_00817,True
DIG_00354,Telegram,46e18f053f07b539,P_03206,True
DIG_00355,Telegram,eea54e13964f9057,P_02478,True
DIG_00356,X (Twitter),c64b32da0a8e8ae1,P_03983,True
DIG_00357,Telegram,7f8ba39a4795d893,P_04224,True
DIG_00358,Telegram,275bf187029def46,P_02872,True
DIG_00359,Signal,5e39e7feca7442f2,P_01999,True
DIG_00360,Instagram,76eb85cdbdb7a928,P_02810,True
DIG_00361,Telegram,0bb1bf66062fd29a,P_02516,True
DIG_00362,Signal,6c811f51baf5255b,P_01401,True
DIG_00363,Instagram,203efff59e87199b,P_02919,True
DIG_00364,Instagram,0b55e1a1362d707d,P_03668,True
DIG_00365,Signal,472b37282a6b0a7c,P_01949,True
DIG_00366,WhatsApp,86a8b9d44495cb62,P_02969,True
DIG_00367,Instagram,8f21a251ef800055,P_02822,True
DIG_00368,Signal,562ba38af2a5e551,P_01547,True
DIG_00369,X (Twitter),9a42e4a5c771b9b7,P_00248,True
DIG_00370,Instagram,1365092c3b2693b3,P_02294,True
DIG_00371,Signal,fef6a40f87d98669,P_01045,True
DIG_00372,Telegram,2f3a716c0deb1945,P_04659,True
DIG_00373,Telegram,b518c1d415cdc56a,P_00022,True
DIG_00374,Telegram,8c31e832e948d780,P_01121,True
DIG_00375,Telegram,5e2a0b8aa98ea055,P_01184,True
DIG_00376,WhatsApp,313c910672900676,P_03710,True
DIG_00377,Telegram,425712f9585aaca8,P_01882,True
DIG_00378,Signal,8dae4f149a9d6cbc,P_01131,True
DIG_00379,Signal,e0b8966094695bba,P_04469,True
DIG_00380,WhatsApp,7bae745c24e195f2,P_03883,True
DIG_00381,X (Twitter),4cd1420db5f03953,P_01483,True
DIG_00382,Instagram,18e3fbe4cd8342c2,P_00475,True
DIG_00383,X (Twitter),8ca01728c6e440ba,P_00501,True
DIG_00384,WhatsApp,c0bb3be1f0c6a499,P_00940,True
DIG_00385,Instagram,770cf2847bdae163,P_04391,True
DIG_00386,X (Twitter),4a966abc33b28677,P_00199,True
DIG_00387,X (Twitter),c036311d99beb69b,P_04779,True
DIG_00388,Instagram,6b7feab1e803dbd7,P_03785,True
DIG_00389,Telegram,2689fcd8bf3af359,P_01143,True
DIG_00390,Telegram,e9b432f1d67ae742,P_03219,True
DIG_00391,X (Twitter),f506ff883032f090,P_03968,True
DIG_00392,Instagram,a4b5bd9d8a9728ed,P_03303,True
DIG_00393,X (Twitter),c01a3291ded97ef9,P_00953,True
DIG_00394,X (Twitter),2d0ce0cd9f4ae44e,P_02742,True
DIG_00395,Signal,cbb1fa2fbc23cfca,P_01387,True
DIG_00396,Instagram,681bcc50571e75be,P_00159,True
DIG_00397,X (Twitter),3871adc908290279,P_01831,True
DIG_00398,X (Twitter),d11eb0d3d455d5de,P_00736,True
DIG_00399,Telegram,324c274374e03eba,P_02463,True
DIG_00400,Signal,02e2e2cb2cd69bb4,P_01737,True
DIG_00401,X (Twitter),f7ec37c6f9d80513,P_04481,True
DIG_00402,Signal,a1db25fc65ad14b4,P_00728,True
DIG_00403,WhatsApp,0311eb9a1c56f259,P_04377,True
DIG_00404,WhatsApp,aa20628310986c04,P_04011,True
DIG_00405,Instagram,a72adc7c1e4c660f,P_02001,True
DIG_00406,X (Twitter),d02856ad0d84ed30,P_01073,True
DIG_00407,Telegram,0f0f20e5b8b34702,P_02622,True
DIG_00408,WhatsApp,0fe6f1e797f520ce,P_00080,True
DIG_00409,WhatsApp,c63b26e56b361a96,P_00909,True
DIG_00410,Telegram,10c1c5e991caa323,P_01643,True
DIG_00411,Telegram,2dc28e6d5fc78e7a,P_03168,True
DIG_00412,Instagram,ffa0cb335544f8e4,P_03099,True
DIG_00413,X (Twitter),d2651071acea82ef,P_00563,True
DIG_00414,X (Twitter),4f804143dac1b75c,P_01032,True
DIG_00415,Telegram,1096a01b7619e14f,P_00406,True
DIG_00416,Telegram,bf3cd5582ee8174e,P_04871,True
DIG_00417,Telegram,5328f4aad82e1c2d,P_00582,True
DIG_00418,Instagram,0f48731359a4b1a4,P_03502,True
DIG_00419,Telegram,e6168ea7593d12c5,P_00170,True
DIG_00420,X (Twitter),27427178f7ff15b3,P_02682,True
DIG_00421,Signal,82f2dad021460d29,P_03469,True
DIG_00422,X (Twitter),c177382edd59c464,P_04893,True
DIG_00423,Telegram,4b289d10cc7e469a,P_04833,True
DIG_00424,WhatsApp,f81d64f0729f1c53,P_04922,True
DIG_00425,WhatsApp,8949710934d2fbd2,P_00320,True
DIG_00426,Instagram,e7191c1b76bc5285,P_02857,True
DIG_00427,Instagram,d2f2827c3d78523e,P_00093,True
DIG_00428,Instagram,f9291f12b20528eb,P_03973,True
DIG_00429,X (Twitter),f5927adac2451cc5,P_04324,True
DIG_00430,Telegram,4571506da04631b2,P_00188,True
DIG_00431,X (Twitter),23592d542bc34c5a,P_00704,True
DIG_00432,Instagram,0a7421322c4c0f75,P_03963,True
DIG_00433,Signal,e6b6fd36fc5e687c,P_02431,True
DIG_00434,Signal,f7ba252541b36f07,P_03885,True
DIG_00435,Telegram,a657ad923a9aff4c,P_01997,True
DIG_00436,Telegram,4904b36e0a1154df,P_03032,True
DIG_00437,Telegram,bc066d607f3eb840,P_03961,True
DIG_00438,Telegram,fc1b9ee2c23f465a,P_01200,True
DIG_00439,X (Twitter),000c846f44308e9e,P_02710,True
DIG_00440,WhatsApp,86f5ddd61d427439,P_01237,True
DIG_00441,Telegram,93c65849bc62ecc5,P_03786,True
DIG_00442,Signal,9a5adf7f474bea7c,P_03329,True
DIG_00443,Signal,b72389c6a8289819,P_01001,True
DIG_00444,Signal,5b797bc3f07609f2,P_02995,True
DIG_00445,Telegram,42935f38a9f54c32,P_02782,True
DIG_00446,Signal,2f5aed11d47162bd,P_00830,True
