device_id,device_hash,type,synthetic_demo_record
DEV_00323,40e5f03fe5f2ff13,Smartphone,True
DEV_00324,03e31a502a5414b5,Smartphone,True
DEV_00325,c9daf7dc52d4eac5,Smartphone,True
DEV_00326,e4f79bdd07d1d449,Burner Phone,True
DEV_00327,3b987e2fa6eabc4c,Laptop,True
DEV_00328,5585c7ae3dabc8f6,Smartphone,True
DEV_00329,ab2f80ceda81a9e4,Laptop,True
DEV_00330,7d348aea8d7276f0,Smartphone,True
DEV_00331,590d522b64b9bad9,Burner Phone,True
DEV_00332,c0aeb613cbecac8b,Tablet,True
DEV_00333,827c150434d0ac88,Tablet,True
DEV_00334,43ede86545fdf7ef,Smartphone,True
DEV_00335,edb91daebdc87c97,Laptop,True
DEV_00336,e3dc27af7c7ed69c,Laptop,True
DEV_00337,e74ddfd2ef585dd8,Laptop,True
DEV_00338,95dc336cd7eb7293,Tablet,True
DEV_00339,149129aa0fe1a9b2,Burner Phone,True
DEV_00340,f190ad48f4d5861f,Tablet,True
DEV_00341,0bfe91909f8022e6,Burner Phone,True
DEV_00342,87d1b22d2448e6f4,Laptop,True
DEV_00343,f3d683b68805a643,Tablet,True
DEV_00344,da5f96f220fa4f50,Laptop,True
DEV_00345,1dd1f39ef9a8cf0f,Burner Phone,True
DEV_00346,3d53d08899bc7a26,Burner Phone,True
DEV_00347,5bb1e75e2c9945d1,Router,True
DEV_00348,566d4e9d4ec9cb24,Laptop,True
DEV_00349,a74527492229f1a2,Smartphone,True
DEV_00350,9d62e7a602fd8a67,Smartphone,True
DEV_00351,93a2108dd57b7acb,Smartphone,True
DEV_00352,866d857576deaba4,Burner Phone,True
DEV_00353,8d120e7a4be03137,Router,True
DEV_00354,7b634e9b96ae7db4,Laptop,True
DEV_00355,f3e510c9ca464f47,Smartphone,True
DEV_00356,4e1d570c2b2a38c7,Burner Phone,True
DEV_00357,174c6fb04e8e7dbd,Router,True
DEV_00358,7882e6ba4c5e8836,Burner Phone,True
DEV_00359,9059c15564ccd1f6,Tablet,True
DEV_00360,a7d88476d857a68b,Laptop,True
DEV_00361,e6a9bd5fcc555b37,Laptop,True
DEV_00362,89c3d0d05855876f,Router,True
DEV_00363,a1975aa1764572ee,Burner Phone,True
DEV_00364,aadd727b2b3b3df2,Smartphone,True
DEV_00365,b8c8ce11d6048388,Smartphone,True
DEV_00366,0953e6019e50cff4,Router,True
DEV_00367,78aa884bd7765c39,Laptop,True
DEV_00368,6e11f9ed75337d8c,Laptop,True
DEV_00369,50638617e416d10d,Laptop,True
DEV_00370,147290583c1db45a,Tablet,True
DEV_00371,5766d823b8f44d6d,Laptop,True
DEV_00372,574935dc89d8ae5e,Burner Phone,True
DEV_00373,a8aadb699e682d60,Tablet,True
DEV_00374,0819c1865fc8e71e,Tablet,True
DEV_00375,4b7b829edc3da64e,Burner Phone,True
DEV_00376,4da1ca05ab11f32d,Laptop,True
DEV_00377,021979324bed88ab,Tablet,True
DEV_00378,efb1ea15b484ad83,Smartphone,True
DEV_00379,9115191803c605c6,Tablet,True
DEV_00380,71ac5d48b7b49a6d,Burner Phone,True
DEV_00381,5df442ac8aa99e71,Laptop,True
DEV_00382,6d4ef4b9341abba6,Smartphone,True
DEV_00383,8735aa8d71b8b5b2,Smartphone,True
DEV_00384,80cf40826e13b752,Tablet,True
DEV_00385,11e7400b4652a54a,Smartphone,True
DEV_00386,f727a98ee292a82a,Tablet,True
DEV_00387,3208b3524c32bfa6,Tablet,True
DEV_00388,c88da9e1e20cf9bb,Burner Phone,True
DEV_00389,217f6300ef5fedad,Laptop,True
DEV_00390,87a2bc86f7401ff9,Laptop,True
DEV_00391,19678b38479f0e84,Laptop,True
DEV_00392,6d7e3a243fe24e6b,Tablet,True
DEV_00393,936530230d0c3f3e,Laptop,True
DEV_00394,6fe0dbb6c41c6e0d,Smartphone,True
DEV_00395,01e2baca0f47b942,Burner Phone,True
DEV_00396,5973170f96a59cb2,Laptop,True
DEV_00397,8135d1352c2e9383,Burner Phone,True
DEV_00398,235d1472ff85f9f1,Router,True
DEV_00399,1ee0480d67ede126,Router,True
DEV_00400,a2e3463c6fe530e2,Laptop,True
DEV_00401,1b74546335314bf7,Laptop,True
DEV_00402,67ae5e7a0e6260d5,Smartphone,True
DEV_00403,adff3a32a0509cdd,Tablet,True
DEV_00404,5160f5024f879f68,Router,True
DEV_00405,0599a9d4ac5c54fa,Burner Phone,True
DEV_00406,2a8520e9c629cabe,Router,True
DEV_00407,f5d1163a0bfeba25,Router,True
DEV_00408,2d0c9c41501a7fcd,Router,True
DEV_00409,a4698d361ce413fa,Laptop,True
DEV_00410,20d7b81af72d3838,Tablet,True
DEV_00411,4e8023853f084a6a,Laptop,True
DEV_00412,3007178efb2d4992,Tablet,True
DEV_00413,42c298216c883561,Tablet,True
DEV_00414,5d0b2a695ca0b1ae,Tablet,True
DEV_00415,8239bc07797a87a5,Router,True
DEV_00416,116fe0f388c4d174,Laptop,True
DEV_00417,5843faf95f5dc6d3,Laptop,True
DEV_00418,e1a7269d0326407a,Laptop,True
DEV_00419,5b600c0b057326bf,Burner Phone,True
DEV_00420,bf58cf9f86605c05,Burner Phone,True
DEV_00421,4c545f0d2d3a9fc9,Tablet,True
DEV_00422,695ab7291ee80950,Router,True
DEV_00423,93d6047f8b95f744,Laptop,True
DEV_00424,7723ca3cedeb1b74,Tablet,True
DEV_00425,b930b07f7b450c4f,Tablet,True
DEV_00426,685e4cde0a27b36f,Router,True
DEV_00427,dbf318b11afe71fa,Tablet,True
DEV_00428,5e8e553255e355ed,Burner Phone,True
DEV_00429,3508ebf2108af00f,Tablet,True
DEV_00430,78447caadaae643a,Smartphone,True
DEV_00431,56376af5140cdf70,Tablet,True
DEV_00432,2605a0dcf037eed7,Smartphone,True
DEV_00433,732c7b4040b70273,Laptop,True
DEV_00434,4aac9aebd6a2d0ba,Smartphone,True
DEV_00435,f1316aa652b1d90e,Router,True
DEV_00436,a747dae0a5ac0172,Router,True
DEV_00437,a53861a4f731c10e,Smartphone,True
DEV_00438,2cfdc7999904e129,Burner Phone,True
DEV_00439,250c10ec39f49488,Burner Phone,True
DEV_00440,cbd80a0696c6fbbe,Laptop,True
DEV_00441,764bb359b892dce8,Smartphone,True
DEV_00442,b792465225cce84c,Router,True
DEV_00443,52f83814568d1c08,Router,True
DEV_00444,668fe2a086476ed9,Router,True
DEV_00445,cc220478c018c09f,Laptop,True
DEV_00446,caf3f1205d6c29f5,Smartphone,True
DEV_00447,bfef3e96dfd05478,Router,True
DEV_00448,ea54f769124750d3,Laptop,True
DEV_00449,78a7fff8413f0d08,Tablet,True
DEV_00450,58be3322b451dee3,Tablet,True
DEV_00451,358c9711988b9a63,Smartphone,True
DEV_00452,73e2f370a9c35e35,Burner Phone,True
DEV_00453,e430271bdfbc6e82,Router,True
DEV_00454,5107dd6bdbc9ef57,Smartphone,True
DEV_00455,07eed248e11a019e,Router,True
DEV_00456,6f8f41e9ae3b5ca2,Laptop,True
DEV_00457,94c43cb166659e88,Router,True
DEV_00458,0d40e4d75217f84f,Tablet,True
DEV_00459,945eb519013fe1e2,Tablet,True
DEV_00460,cd42b40c77ea51eb,Laptop,True
DEV_00461,3c5424ffca7dd632,Laptop,True
DEV_00462,96592e665009305a,Laptop,True
DEV_00463,993670a9dbee78fe,Laptop,True
DEV_00464,f360a5c00b457418,Laptop,True
DEV_00465,1ea0b6286dc099eb,Laptop,True
DEV_00466,a9cadfb93120b4fa,Burner Phone,True
DEV_00467,c59bcfd1a45d12af,Burner Phone,True
DEV_00468,842ba7c49d471f72,Router,True
DEV_00469,2532b52120ec795c,Laptop,True
DEV_00470,ebe9a9c504c06376,Burner Phone,True
DEV_00471,2b097f390bcd2a6e,Tablet,True
DEV_00472,96441d35686c83c1,Laptop,True
DEV_00473,685c637aad158f63,Burner Phone,True
DEV_00474,669798792f9e6ba4,Laptop,True
DEV_00475,3d303f3de7ed86fa,Tablet,True
DEV_00476,1913fc585b5309e6,Router,True
DEV_00477,abaa33f63f1848e4,Router,True
DEV_00478,d2d8e259ba806b84,Tablet,True
DEV_00479,286df102eee3f5d6,Laptop,True
DEV_00480,d0c47038e176b852,Laptop,True
DEV_00481,c91686a0960c5c0a,Smartphone,True
DEV_00482,bdf099f793791953,Burner Phone,True
DEV_00483,8a973ff6dcb58039,Router,True
DEV_00484,706d6c48f78e4bc8,Burner Phone,True
DEV_00485,98128143ac67f818,Router,True
DEV_00486,6f17186e812ed874,Tablet,True
DEV_00487,d7d356402ea29a36,Laptop,True
DEV_00488,10014692f5bfc2e3,Tablet,True
DEV_00489,2e479a6884f5c65c,Tablet,True
DEV_00490,9141b42a1a88e832,Router,True
DEV_00491,1b6c9fcb193bbe90,Tablet,True
DEV_00492,c0434005911bea32,Laptop,True
DEV_00493,b849d0304ccb21bc,Burner Phone,True
DEV_00494,14e682fa6ca30bdb,Laptop,True
DEV_00495,c3e7fc835d300e5e,Smartphone,True
DEV_00496,2dedfb365ef8746e,Router,True
DEV_00497,b4abef22240ecd9d,Laptop,True
DEV_00498,34acf095da63b2d9,Router,True
DEV_00499,f273f87c65497855,Burner Phone,True
DEV_00500,bfc11724f2bc3d69,Burner Phone,True
DEV_00501,908e94193f90a665,Burner Phone,True
DEV_00502,f84f4fd175e7f8e3,Tablet,True
DEV_00503,9e673288d4ca9ede,Router,True
DEV_00504,843af581ea716927,Laptop,True
DEV_00505,75a90767138ee378,Laptop,True
DEV_00506,8c876e2c230ac9f4,Tablet,True
DEV_00507,a0f9c6170257d55f,Router,True
DEV_00508,f2ba8fc81c656b64,Smartphone,True
DEV_00509,c39f14e3fb8b760c,Router,True
DEV_00510,da807cb14ab64c14,Router,True
DEV_00511,f89a96b4ab5f399a,Smartphone,True
DEV_00512,791bf2dfd4320f7a,Laptop,True
DEV_00513,48c79ab59eed9214,Smartphone,True
DEV_00514,769bf78db113e0ae,Smartphone,True
DEV_00515,4ac230581c02d52c,Burner Phone,True
DEV_00516,b9d4f27e4d2128af,Burner Phone,True
DEV_00517,5602bf7c9caa3480,Tablet,True
DEV_00518,faedac9bd1697fc2,Laptop,True
DEV_00519,7ada141b837097ff,Burner Phone,True
DEV_00520,2baf4bbcfca2097f,Smartphone,True
DEV_00521,b6e0934102c5cad1,Router,True
DEV_00522,df68554a11258f47,Laptop,True
DEV_00523,f1663f2f96e4f356,Tablet,True
DEV_00524,0264ca6f08b549a9,Router,True
DEV_00525,077aa7270c3c8a37,Tablet,True
DEV_00526,54126dbe44a5de84,Smartphone,True
DEV_00527,70239049444af3c0,Router,True
DEV_00528,f8f0fe011da0659e,Smartphone,True
DEV_00529,2c380597c0b10560,Smartphone,True
DEV_00530,3dff74bd17b6fa79,Laptop,True
DEV_00531,75b8de913bab10f8,Router,True
DEV_00532,63eb2eab901d81cd,Smartphone,True
DEV_00533,aa36ca0b3e693f1f,Smartphone,True
DEV_00534,ebca6be0afbbcf6f,Smartphone,True
DEV_00535,0f1ad29ab6a86712,Tablet,True
DEV_00536,3a5d6c183bc57387,Laptop,True
DEV_00537,84bf1588285c0b3b,Router,True
DEV_00538,daf9bc66ea16bccf,Laptop,True
DEV_00539,8f5424526eb8254e,Laptop,True
