organization_id,name,aliases,type,status,synthetic_demo_record
ORG_0167,Hora Exports Pvt Ltd,Front: Hora Corp,import_export,active,True
ORG_0168,Vala Consultancy Pvt Ltd,Front: Vala Corp,shell_company,active,True
ORG_0169,Halder Traders Pvt Ltd,Front: Halder Corp,front_business,active,True
ORG_0170,Modi Enterprises Pvt Ltd,Front: Modi Corp,logistics_firm,active,True
ORG_0171,Patil Enterprises Pvt Ltd,Front: Patil Corp,logistics_firm,active,True
ORG_0172,Konda Exports Pvt Ltd,Front: Konda Corp,logistics_firm,active,True
ORG_0173,Bhatti Logistics Pvt Ltd,Front: Bhatti Corp,criminal_gang,active,True
ORG_0174,Gokhale Exports Pvt Ltd,Front: Gokhale Corp,criminal_gang,active,True
ORG_0175,Bedi Logistics Pvt Ltd,Front: Bedi Corp,import_export,active,True
ORG_0176,Balay Enterprises Pvt Ltd,Front: Balay Corp,front_business,active,True
ORG_0177,Venkatesh Holdings Pvt Ltd,Front: Venkatesh Corp,shell_company,active,True
ORG_0178,Narula Exports Pvt Ltd,Front: Narula Corp,front_business,active,True
ORG_0179,Basak Consultancy Pvt Ltd,Front: Basak Corp,front_business,active,True
ORG_0180,Muni Holdings Pvt Ltd,Front: Muni Corp,shell_company,active,True
ORG_0181,Batta Consultancy Pvt Ltd,Front: Batta Corp,criminal_gang,active,True
ORG_0182,Balan Holdings Pvt Ltd,Front: Balan Corp,shell_company,active,True
ORG_0183,Gill Enterprises Pvt Ltd,Front: Gill Corp,front_business,active,True
ORG_0184,Mammen Logistics Pvt Ltd,Front: Mammen Corp,shell_company,active,True
ORG_0185,Chawla Traders Pvt Ltd,Front: Chawla Corp,front_business,active,True
ORG_0186,Seshadri Holdings Pvt Ltd,Front: Seshadri Corp,import_export,active,True
ORG_0187,Balay Holdings Pvt Ltd,Front: Balay Corp,logistics_firm,active,True
ORG_0188,Kale Enterprises Pvt Ltd,Front: Kale Corp,logistics_firm,active,True
ORG_0189,Ravel Enterprises Pvt Ltd,Front: Ravel Corp,front_business,active,True
ORG_0190,Krishnamurthy Exports Pvt Ltd,Front: Krishnamurthy Corp,logistics_firm,active,True
ORG_0191,Goswami Exports Pvt Ltd,Front: Goswami Corp,shell_company,active,True
ORG_0192,Kohli Holdings Pvt Ltd,Front: Kohli Corp,import_export,active,True
ORG_0193,Swaminathan Consultancy Pvt Ltd,Front: Swaminathan Corp,criminal_gang,active,True
ORG_0194,Kothari Enterprises Pvt Ltd,Front: Kothari Corp,shell_company,active,True
ORG_0195,Kalla Traders Pvt Ltd,Front: Kalla Corp,criminal_gang,active,True
ORG_0196,Brahmbhatt Holdings Pvt Ltd,Front: Brahmbhatt Corp,shell_company,active,True
ORG_0197,Jayaraman Consultancy Pvt Ltd,Front: Jayaraman Corp,shell_company,active,True
ORG_0198,Mistry Logistics Pvt Ltd,Front: Mistry Corp,logistics_firm,active,True
ORG_0199,Dixit Logistics Pvt Ltd,Front: Dixit Corp,shell_company,active,True
ORG_0200,Mukhopadhyay Traders Pvt Ltd,Front: Mukhopadhyay Corp,shell_company,active,True
ORG_0201,Bhatnagar Exports Pvt Ltd,Front: Bhatnagar Corp,import_export,active,True
ORG_0202,Master Enterprises Pvt Ltd,Front: Master Corp,shell_company,active,True
ORG_0203,Sarraf Traders Pvt Ltd,Front: Sarraf Corp,logistics_firm,active,True
ORG_0204,Dasgupta Enterprises Pvt Ltd,Front: Dasgupta Corp,criminal_gang,active,True
ORG_0205,Vala Traders Pvt Ltd,Front: Vala Corp,criminal_gang,active,True
ORG_0206,Subramaniam Traders Pvt Ltd,Front: Subramaniam Corp,front_business,active,True
ORG_0207,Ramaswamy Enterprises Pvt Ltd,Front: Ramaswamy Corp,logistics_firm,active,True
ORG_0208,Gaba Logistics Pvt Ltd,Front: Gaba Corp,front_business,active,True
ORG_0209,Borde Consultancy Pvt Ltd,Front: Borde Corp,import_export,active,True
ORG_0210,Srinivasan Traders Pvt Ltd,Front: Srinivasan Corp,shell_company,active,True
ORG_0211,Singh Holdings Pvt Ltd,Front: Singh Corp,shell_company,active,True
ORG_0212,Menon Holdings Pvt Ltd,Front: Menon Corp,import_export,active,True
ORG_0213,Dhaliwal Traders Pvt Ltd,Front: Dhaliwal Corp,front_business,active,True
ORG_0214,Goel Exports Pvt Ltd,Front: Goel Corp,front_business,active,True
ORG_0215,Chaudhari Consultancy Pvt Ltd,Front: Chaudhari Corp,import_export,active,True
ORG_0216,Banerjee Logistics Pvt Ltd,Front: Banerjee Corp,import_export,active,True
ORG_0217,Chawla Enterprises Pvt Ltd,Front: Chawla Corp,import_export,active,True
ORG_0218,Talwar Holdings Pvt Ltd,Front: Talwar Corp,logistics_firm,active,True
ORG_0219,Deshpande Exports Pvt Ltd,Front: Deshpande Corp,criminal_gang,active,True
ORG_0220,Tandon Holdings Pvt Ltd,Front: Tandon Corp,criminal_gang,active,True
ORG_0221,Loke Enterprises Pvt Ltd,Front: Loke Corp,criminal_gang,active,True
ORG_0222,Deol Enterprises Pvt Ltd,Front: Deol Corp,front_business,active,True
ORG_0223,Buch Exports Pvt Ltd,Front: Buch Corp,front_business,active,True
ORG_0224,Oak Holdings Pvt Ltd,Front: Oak Corp,logistics_firm,active,True
ORG_0225,Chadha Holdings Pvt Ltd,Front: Chadha Corp,shell_company,active,True
ORG_0226,Srinivasan Holdings Pvt Ltd,Front: Srinivasan Corp,criminal_gang,active,True
ORG_0227,Nazareth Exports Pvt Ltd,Front: Nazareth Corp,shell_company,active,True
ORG_0228,Bahri Exports Pvt Ltd,Front: Bahri Corp,front_business,active,True
ORG_0229,Swaminathan Traders Pvt Ltd,Front: Swaminathan Corp,logistics_firm,active,True
ORG_0230,Sama Logistics Pvt Ltd,Front: Sama Corp,shell_company,active,True
ORG_0231,Keer Enterprises Pvt Ltd,Front: Keer Corp,import_export,active,True
ORG_0232,Buch Logistics Pvt Ltd,Front: Buch Corp,import_export,active,True
ORG_0233,Kar Enterprises Pvt Ltd,Front: Kar Corp,criminal_gang,active,True
ORG_0234,Dhawan Traders Pvt Ltd,Front: Dhawan Corp,import_export,active,True
ORG_0235,Mahal Consultancy Pvt Ltd,Front: Mahal Corp,logistics_firm,active,True
ORG_0236,Bhasin Holdings Pvt Ltd,Front: Bhasin Corp,shell_company,active,True
ORG_0237,Maharaj Enterprises Pvt Ltd,Front: Maharaj Corp,logistics_firm,active,True
ORG_0238,Ramachandran Logistics Pvt Ltd,Front: Ramachandran Corp,logistics_firm,active,True
ORG_0239,Buch Traders Pvt Ltd,Front: Buch Corp,logistics_firm,active,True
ORG_0240,Saini Exports Pvt Ltd,Front: Saini Corp,import_export,active,True
ORG_0241,Nagar Logistics Pvt Ltd,Front: Nagar Corp,shell_company,active,True
ORG_0242,Chanda Consultancy Pvt Ltd,Front: Chanda Corp,criminal_gang,active,True
ORG_0243,Randhawa Exports Pvt Ltd,Front: Randhawa Corp,logistics_firm,active,True
ORG_0244,Ramanathan Exports Pvt Ltd,Front: Ramanathan Corp,shell_company,active,True
ORG_0245,Garg Traders Pvt Ltd,Front: Garg Corp,import_export,active,True
ORG_0246,Srivastava Holdings Pvt Ltd,Front: Srivastava Corp,logistics_firm,active,True
ORG_0247,Chanda Consultancy Pvt Ltd,Front: Chanda Corp,import_export,active,True
ORG_0248,Majumdar Consultancy Pvt Ltd,Front: Majumdar Corp,front_business,active,True
ORG_0249,Panchal Holdings Pvt Ltd,Front: Panchal Corp,shell_company,active,True
ORG_0250,Sule Enterprises Pvt Ltd,Front: Sule Corp,shell_company,active,True
ORG_0251,Behl Traders Pvt Ltd,Front: Behl Corp,shell_company,active,True
ORG_0252,Samra Holdings Pvt Ltd,Front: Samra Corp,front_business,active,True
ORG_0253,Nadig Traders Pvt Ltd,Front: Nadig Corp,front_business,active,True
ORG_0254,Wali Consultancy Pvt Ltd,Front: Wali Corp,criminal_gang,active,True
ORG_0255,Sant Holdings Pvt Ltd,Front: Sant Corp,import_export,active,True
ORG_0256,Tripathi Logistics Pvt Ltd,Front: Tripathi Corp,logistics_firm,active,True
ORG_0257,Sarin Consultancy Pvt Ltd,Front: Sarin Corp,logistics_firm,active,True
ORG_0258,Gaba Consultancy Pvt Ltd,Front: Gaba Corp,import_export,active,True
ORG_0259,Kala Logistics Pvt Ltd,Front: Kala Corp,criminal_gang,active,True
ORG_0260,Sathe Traders Pvt Ltd,Front: Sathe Corp,criminal_gang,active,True
ORG_0261,Vaidya Logistics Pvt Ltd,Front: Vaidya Corp,logistics_firm,active,True
ORG_0262,Prabhu Logistics Pvt Ltd,Front: Prabhu Corp,import_export,active,True
ORG_0263,Sen Exports Pvt Ltd,Front: Sen Corp,criminal_gang,active,True
ORG_0264,Shere Logistics Pvt Ltd,Front: Shere Corp,shell_company,active,True
ORG_0265,Char Logistics Pvt Ltd,Front: Char Corp,front_business,active,True
ORG_0266,Sheth Logistics Pvt Ltd,Front: Sheth Corp,import_export,active,True
ORG_0267,Das Holdings Pvt Ltd,Front: Das Corp,shell_company,active,True
ORG_0268,Gokhale Exports Pvt Ltd,Front: Gokhale Corp,import_export,active,True
ORG_0269,Bhatti Traders Pvt Ltd,Front: Bhatti Corp,shell_company,active,True
ORG_0270,Hayer Holdings Pvt Ltd,Front: Hayer Corp,import_export,active,True
ORG_0271,Chadha Holdings Pvt Ltd,Front: Chadha Corp,import_export,active,True
ORG_0272,Tailor Exports Pvt Ltd,Front: Tailor Corp,logistics_firm,active,True
ORG_0273,Raghavan Traders Pvt Ltd,Front: Raghavan Corp,criminal_gang,active,True
ORG_0274,Sridhar Traders Pvt Ltd,Front: Sridhar Corp,logistics_firm,active,True
ORG_0275,Agarwal Traders Pvt Ltd,Front: Agarwal Corp,import_export,active,True
ORG_0276,Suri Holdings Pvt Ltd,Front: Suri Corp,shell_company,active,True
ORG_0277,Apte Traders Pvt Ltd,Front: Apte Corp,import_export,active,True
ORG_0278,Agarwal Consultancy Pvt Ltd,Front: Agarwal Corp,criminal_gang,active,True
ORG_0279,Datta Enterprises Pvt Ltd,Front: Datta Corp,import_export,active,True
ORG_0280,Garg Holdings Pvt Ltd,Front: Garg Corp,shell_company,active,True
ORG_0281,Sarna Traders Pvt Ltd,Front: Sarna Corp,shell_company,active,True
ORG_0282,Samra Exports Pvt Ltd,Front: Samra Corp,criminal_gang,active,True
ORG_0283,Dyal Logistics Pvt Ltd,Front: Dyal Corp,logistics_firm,active,True
ORG_0284,Malhotra Consultancy Pvt Ltd,Front: Malhotra Corp,logistics_firm,active,True
ORG_0285,Mohan Holdings Pvt Ltd,Front: Mohan Corp,shell_company,active,True
ORG_0286,Nayar Logistics Pvt Ltd,Front: Nayar Corp,criminal_gang,active,True
ORG_0287,Goswami Logistics Pvt Ltd,Front: Goswami Corp,logistics_firm,active,True
ORG_0288,Savant Enterprises Pvt Ltd,Front: Savant Corp,front_business,active,True
ORG_0289,Tiwari Traders Pvt Ltd,Front: Tiwari Corp,front_business,active,True
ORG_0290,Mannan Traders Pvt Ltd,Front: Mannan Corp,shell_company,active,True
ORG_0291,Hayre Holdings Pvt Ltd,Front: Hayre Corp,criminal_gang,active,True
ORG_0292,Acharya Holdings Pvt Ltd,Front: Acharya Corp,front_business,active,True
ORG_0293,Anne Holdings Pvt Ltd,Front: Anne Corp,import_export,active,True
ORG_0294,Kanda Logistics Pvt Ltd,Front: Kanda Corp,shell_company,active,True
ORG_0295,Taneja Logistics Pvt Ltd,Front: Taneja Corp,logistics_firm,active,True
ORG_0296,Tella Consultancy Pvt Ltd,Front: Tella Corp,import_export,active,True
ORG_0297,Baral Traders Pvt Ltd,Front: Baral Corp,front_business,active,True
ORG_0298,Salvi Enterprises Pvt Ltd,Front: Salvi Corp,front_business,active,True
ORG_0299,Mangat Traders Pvt Ltd,Front: Mangat Corp,shell_company,active,True
ORG_0300,Sampath Logistics Pvt Ltd,Front: Sampath Corp,criminal_gang,active,True
ORG_0301,Oak Consultancy Pvt Ltd,Front: Oak Corp,criminal_gang,active,True
ORG_0302,Mohanty Logistics Pvt Ltd,Front: Mohanty Corp,logistics_firm,active,True
ORG_0303,Chahal Traders Pvt Ltd,Front: Chahal Corp,import_export,active,True
ORG_0304,Zachariah Traders Pvt Ltd,Front: Zachariah Corp,criminal_gang,active,True
ORG_0305,Sachdeva Holdings Pvt Ltd,Front: Sachdeva Corp,criminal_gang,active,True
ORG_0306,Modi Consultancy Pvt Ltd,Front: Modi Corp,logistics_firm,active,True
ORG_0307,Vaidya Traders Pvt Ltd,Front: Vaidya Corp,import_export,active,True
ORG_0308,Sur Enterprises Pvt Ltd,Front: Sur Corp,criminal_gang,active,True
ORG_0309,Magar Exports Pvt Ltd,Front: Magar Corp,logistics_firm,active,True
ORG_0310,Hari Exports Pvt Ltd,Front: Hari Corp,criminal_gang,active,True
ORG_0311,Gokhale Logistics Pvt Ltd,Front: Gokhale Corp,criminal_gang,active,True
ORG_0312,Amble Consultancy Pvt Ltd,Front: Amble Corp,front_business,active,True
ORG_0313,Kadakia Consultancy Pvt Ltd,Front: Kadakia Corp,shell_company,active,True
ORG_0314,Dhaliwal Logistics Pvt Ltd,Front: Dhaliwal Corp,import_export,active,True
